,datetime,o,h,l,c,time,date
699,2021-02-02 12:00:00,15815.6,15816.52,15778.43,15810.5,12:00:00,2021-02-02
700,2021-02-02 13:00:00,15801.65,15812.91,15760.05,15760.05,13:00:00,2021-02-02
720,2021-02-03 09:00:00,15828.64,15896.4,15763.9,15824.63,09:00:00,2021-02-03
721,2021-02-03 10:00:00,15817.3,15860.01,15788.09,15825.58,10:00:00,2021-02-03
722,2021-02-03 11:00:00,15816.31,15838.17,15805.56,15834.37,11:00:00,2021-02-03
723,2021-02-03 12:00:00,15835.93,15852.63,15768.47,15768.47,12:00:00,2021-02-03
724,2021-02-03 13:00:00,15768.64,15790.14,15741.16,15771.32,13:00:00,2021-02-03
744,2021-02-04 09:00:00,15697.75,15767.45,15606.74,15767.45,09:00:00,2021-02-04
745,2021-02-04 10:00:00,15767.27,15801.37,15730.09,15764.84,10:00:00,2021-02-04
746,2021-02-04 11:00:00,15764.91,15773.52,15670.25,15689.35,11:00:00,2021-02-04
747,2021-02-04 12:00:00,15688.67,15726.62,15674.1,15705.86,12:00:00,2021-02-04
748,2021-02-04 13:00:00,15706.28,15708.49,15674.58,15706.22,13:00:00,2021-02-04
768,2021-02-05 09:00:00,15805.76,15899.61,15774.34,15882.4,09:00:00,2021-02-05
769,2021-02-05 10:00:00,15873.42,15938.09,15818.07,15819.6,10:00:00,2021-02-05
770,2021-02-05 11:00:00,15828.61,15863.06,15806.46,15822.96,11:00:00,2021-02-05
771,2021-02-05 12:00:00,15832.5,15849.75,15779.6,15781.04,12:00:00,2021-02-05
772,2021-02-05 13:00:00,15789.24,15824.24,15777.36,15802.4,13:00:00,2021-02-05
1056,2021-02-17 09:00:00,16197.45,16347.53,16197.45,16285.86,09:00:00,2021-02-17
1057,2021-02-17 10:00:00,16287.58,16352.02,16286.75,16346.31,10:00:00,2021-02-17
1058,2021-02-17 11:00:00,16344.37,16406.78,16341.63,16397.67,11:00:00,2021-02-17
1059,2021-02-17 12:00:00,16396.06,16398.53,16344.48,16356.07,12:00:00,2021-02-17
1060,2021-02-17 13:00:00,16348.01,16362.29,16302.83,16362.29,13:00:00,2021-02-17
1080,2021-02-18 09:00:00,16366.23,16429.73,16323.22,16389.27,09:00:00,2021-02-18
1081,2021-02-18 10:00:00,16389.42,16484.6,16372.92,16476.62,10:00:00,2021-02-18
1082,2021-02-18 11:00:00,16474.74,16517.73,16421.99,16428.64,11:00:00,2021-02-18
1083,2021-02-18 12:00:00,16427.97,16438.87,16370.75,16419.56,12:00:00,2021-02-18
1084,2021-02-18 13:00:00,16418.41,16446.82,16415.88,16424.51,13:00:00,2021-02-18
1104,2021-02-19 09:00:00,16376.91,16382.7,16279.49,16324.86,09:00:00,2021-02-19
1105,2021-02-19 10:00:00,16317.63,16337.19,16211.25,16243.04,10:00:00,2021-02-19
1106,2021-02-19 11:00:00,16242.47,16309.48,16238.27,16308.82,11:00:00,2021-02-19
1107,2021-02-19 12:00:00,16306.07,16352.69,16293.11,16346.93,12:00:00,2021-02-19
1108,2021-02-19 13:00:00,16348.78,16356.85,16338.01,16341.38,13:00:00,2021-02-19
1176,2021-02-22 09:00:00,16445.87,16579.17,16445.87,16467.28,09:00:00,2021-02-22
1177,2021-02-22 10:00:00,16468.18,16491.62,16411.01,16424.02,10:00:00,2021-02-22
1178,2021-02-22 11:00:00,16423.51,16462.31,16416.3,16462.1,11:00:00,2021-02-22
1179,2021-02-22 12:00:00,16462.61,16489.22,16445.45,16450.74,12:00:00,2021-02-22
1180,2021-02-22 13:00:00,16463.69,16465.2,16410.16,16410.16,13:00:00,2021-02-22
1200,2021-02-23 09:00:00,16320.88,16378.76,16211.75,16371.99,09:00:00,2021-02-23
1201,2021-02-23 10:00:00,16372.68,16434.48,16320.94,16372.64,10:00:00,2021-02-23
1202,2021-02-23 11:00:00,16372.07,16407.16,16335.59,16356.76,11:00:00,2021-02-23
1203,2021-02-23 12:00:00,16347.59,16428.72,16342.75,16419.08,12:00:00,2021-02-23
1204,2021-02-23 13:00:00,16427.16,16467.75,16418.39,16443.4,13:00:00,2021-02-23
1224,2021-02-24 09:00:00,16329.54,16456.94,16329.54,16419.53,09:00:00,2021-02-24
1225,2021-02-24 10:00:00,16430.02,16433.6,16329.17,16354.16,10:00:00,2021-02-24
1226,2021-02-24 11:00:00,16354.4,16368.91,16284.7,16291.26,11:00:00,2021-02-24
1227,2021-02-24 12:00:00,16294.67,16304.84,16232.67,16262.16,12:00:00,2021-02-24
1228,2021-02-24 13:00:00,16263.93,16271.8,16212.53,16212.53,13:00:00,2021-02-24
1248,2021-02-25 09:00:00,16376.8,16474.05,16351.74,16352.57,09:00:00,2021-02-25
1249,2021-02-25 10:00:00,16352.18,16403.14,16340.16,16363.07,10:00:00,2021-02-25
1250,2021-02-25 11:00:00,16373.27,16373.27,16322.27,16341.0,11:00:00,2021-02-25
1251,2021-02-25 12:00:00,16344.45,16422.68,16340.27,16409.67,12:00:00,2021-02-25
1252,2021-02-25 13:00:00,16412.07,16452.18,16398.75,16452.18,13:00:00,2021-02-25
1272,2021-02-26 09:00:00,16190.04,16190.04,15974.2,16056.7,09:00:00,2021-02-26
1273,2021-02-26 10:00:00,16057.7,16123.53,16032.33,16071.83,10:00:00,2021-02-26
1274,2021-02-26 11:00:00,16080.6,16096.22,16043.53,16063.94,11:00:00,2021-02-26
1275,2021-02-26 12:00:00,16063.39,16072.46,16013.33,16030.74,12:00:00,2021-02-26
1276,2021-02-26 13:00:00,16027.25,16035.54,15953.8,15953.8,13:00:00,2021-02-26
1368,2021-03-02 09:00:00,16127.87,16262.91,16127.87,16177.61,09:00:00,2021-03-02
1369,2021-03-02 10:00:00,16183.21,16222.67,16127.98,16130.61,10:00:00,2021-03-02
1370,2021-03-02 11:00:00,16138.23,16141.89,16092.66,16107.32,11:00:00,2021-03-02
1371,2021-03-02 12:00:00,16106.76,16135.55,16041.67,16050.89,12:00:00,2021-03-02
1372,2021-03-02 13:00:00,16043.07,16052.79,15946.88,15946.88,13:00:00,2021-03-02
1848,2021-03-22 09:00:00,16065.5,16178.73,15983.77,16142.66,09:00:00,2021-03-22
1849,2021-03-22 10:00:00,16134.42,16165.92,16108.25,16124.51,10:00:00,2021-03-22
1850,2021-03-22 11:00:00,16126.7,16159.15,16111.39,16145.63,11:00:00,2021-03-22
1851,2021-03-22 12:00:00,16144.85,16206.02,16143.09,16205.78,12:00:00,2021-03-22
1852,2021-03-22 13:00:00,16204.53,16235.63,16189.22,16189.22,13:00:00,2021-03-22
1872,2021-03-23 09:00:00,16250.2,16351.38,16250.2,16288.52,09:00:00,2021-03-23
1873,2021-03-23 10:00:00,16282.52,16287.01,16182.66,16223.82,10:00:00,2021-03-23
1874,2021-03-23 11:00:00,16222.99,16236.44,16204.28,16207.7,11:00:00,2021-03-23
1875,2021-03-23 12:00:00,16205.11,16217.72,16166.29,16192.45,12:00:00,2021-03-23
1876,2021-03-23 13:00:00,16192.73,16196.23,16171.97,16177.59,13:00:00,2021-03-23
1896,2021-03-24 09:00:00,15994.96,16125.54,15967.95,16076.86,09:00:00,2021-03-24
1897,2021-03-24 10:00:00,16075.68,16075.68,16028.48,16046.93,10:00:00,2021-03-24
1898,2021-03-24 11:00:00,16045.6,16057.75,16016.63,16045.86,11:00:00,2021-03-24
1899,2021-03-24 12:00:00,16053.75,16061.62,16018.07,16033.28,12:00:00,2021-03-24
1900,2021-03-24 13:00:00,16033.89,16042.86,16008.15,16032.12,13:00:00,2021-03-24
1920,2021-03-25 09:00:00,16010.54,16055.58,15944.96,15996.97,09:00:00,2021-03-25
1921,2021-03-25 10:00:00,16004.58,16146.58,15984.5,16137.28,10:00:00,2021-03-25
1922,2021-03-25 11:00:00,16134.77,16136.72,16046.54,16065.79,11:00:00,2021-03-25
1923,2021-03-25 12:00:00,16074.5,16077.74,16033.32,16046.59,12:00:00,2021-03-25
1924,2021-03-25 13:00:00,16055.19,16072.66,16043.55,16060.14,13:00:00,2021-03-25
1944,2021-03-26 09:00:00,16140.37,16241.79,16140.37,16231.47,09:00:00,2021-03-26
1945,2021-03-26 10:00:00,16231.0,16279.29,16221.49,16266.23,10:00:00,2021-03-26
1946,2021-03-26 11:00:00,16266.02,16305.7,16266.02,16278.57,11:00:00,2021-03-26
1947,2021-03-26 12:00:00,16266.27,16325.62,16266.27,16304.45,12:00:00,2021-03-26
1948,2021-03-26 13:00:00,16305.05,16324.45,16302.83,16305.88,13:00:00,2021-03-26
2016,2021-03-29 09:00:00,16411.67,16481.34,16411.67,16465.42,09:00:00,2021-03-29
2017,2021-03-29 10:00:00,16465.31,16496.65,16460.15,16489.44,10:00:00,2021-03-29
2018,2021-03-29 11:00:00,16482.01,16511.79,16478.61,16507.79,11:00:00,2021-03-29
2019,2021-03-29 12:00:00,16499.25,16520.89,16475.16,16487.27,12:00:00,2021-03-29
2020,2021-03-29 13:00:00,16480.8,16490.15,16458.32,16475.97,13:00:00,2021-03-29
2040,2021-03-30 09:00:00,16490.31,16538.9,16438.4,16490.97,09:00:00,2021-03-30
2041,2021-03-30 10:00:00,16488.41,16530.0,16458.69,16459.6,10:00:00,2021-03-30
2042,2021-03-30 11:00:00,16459.77,16487.88,16443.22,16486.77,11:00:00,2021-03-30
2043,2021-03-30 12:00:00,16483.35,16522.47,16472.41,16520.02,12:00:00,2021-03-30
2044,2021-03-30 13:00:00,16518.68,16556.19,16506.84,16554.9,13:00:00,2021-03-30
2064,2021-03-31 09:00:00,16529.23,16550.2,16497.77,16517.81,09:00:00,2021-03-31
2065,2021-03-31 10:00:00,16526.93,16527.81,16451.27,16457.23,10:00:00,2021-03-31
2066,2021-03-31 11:00:00,16463.82,16479.42,16427.2,16444.93,11:00:00,2021-03-31
2067,2021-03-31 12:00:00,16456.14,16469.81,16434.44,16448.45,12:00:00,2021-03-31
2068,2021-03-31 13:00:00,16449.29,16459.18,16431.13,16431.13,13:00:00,2021-03-31
2088,2021-04-01 09:00:00,16538.28,16602.47,16496.16,16522.07,09:00:00,2021-04-01
2089,2021-04-01 10:00:00,16532.97,16585.25,16499.07,16503.65,10:00:00,2021-04-01
2090,2021-04-01 11:00:00,16501.75,16555.45,16501.75,16547.59,11:00:00,2021-04-01
2091,2021-04-01 12:00:00,16548.2,16577.16,16538.71,16564.94,12:00:00,2021-04-01
2092,2021-04-01 13:00:00,16565.29,16573.32,16549.74,16571.28,13:00:00,2021-04-01
2208,2021-04-06 09:00:00,16711.79,16804.45,16711.79,16756.84,09:00:00,2021-04-06
2209,2021-04-06 10:00:00,16759.52,16764.98,16719.78,16737.6,10:00:00,2021-04-06
2210,2021-04-06 11:00:00,16727.11,16750.1,16717.33,16736.92,11:00:00,2021-04-06
2211,2021-04-06 12:00:00,16738.3,16761.97,16728.7,16741.38,12:00:00,2021-04-06
2212,2021-04-06 13:00:00,16741.18,16745.64,16725.63,16739.87,13:00:00,2021-04-06
2232,2021-04-07 09:00:00,16771.35,16816.34,16723.69,16743.04,09:00:00,2021-04-07
2233,2021-04-07 10:00:00,16743.15,16768.33,16721.9,16721.9,10:00:00,2021-04-07
2234,2021-04-07 11:00:00,16731.3,16775.24,16715.32,16771.88,11:00:00,2021-04-07
2235,2021-04-07 12:00:00,16772.28,16784.87,16754.11,16781.1,12:00:00,2021-04-07
2236,2021-04-07 13:00:00,16780.41,16815.36,16777.33,16815.36,13:00:00,2021-04-07
2256,2021-04-08 09:00:00,16786.56,16850.08,16735.78,16814.38,09:00:00,2021-04-08
2257,2021-04-08 10:00:00,16815.28,16876.21,16807.98,16864.47,10:00:00,2021-04-08
2258,2021-04-08 11:00:00,16864.63,16912.83,16857.25,16902.23,11:00:00,2021-04-08
2259,2021-04-08 12:00:00,16903.8,16920.98,16869.58,16910.63,12:00:00,2021-04-08
2260,2021-04-08 13:00:00,16913.22,16926.72,16898.46,16926.44,13:00:00,2021-04-08
2280,2021-04-09 09:00:00,16974.28,17016.13,16817.78,16825.37,09:00:00,2021-04-09
2281,2021-04-09 10:00:00,16825.45,16904.49,16815.59,16884.6,10:00:00,2021-04-09
2282,2021-04-09 11:00:00,16881.51,16902.83,16860.65,16889.84,11:00:00,2021-04-09
2283,2021-04-09 12:00:00,16890.15,16902.08,16859.27,16872.28,12:00:00,2021-04-09
2284,2021-04-09 13:00:00,16872.54,16897.71,16853.8,16854.1,13:00:00,2021-04-09
2352,2021-04-12 09:00:00,16908.55,16979.35,16888.96,16937.36,09:00:00,2021-04-12
2353,2021-04-12 10:00:00,16924.71,16941.31,16793.54,16857.86,10:00:00,2021-04-12
2354,2021-04-12 11:00:00,16856.44,16908.88,16852.99,16901.76,11:00:00,2021-04-12
2355,2021-04-12 12:00:00,16904.34,16908.15,16864.16,16871.99,12:00:00,2021-04-12
2356,2021-04-12 13:00:00,16870.71,16877.53,16845.12,16859.7,13:00:00,2021-04-12
2376,2021-04-13 09:00:00,16872.4,17004.33,16872.4,16970.32,09:00:00,2021-04-13
2377,2021-04-13 10:00:00,16970.41,17041.37,16967.52,16979.49,10:00:00,2021-04-13
2378,2021-04-13 11:00:00,16988.56,17008.52,16977.09,16983.48,11:00:00,2021-04-13
2379,2021-04-13 12:00:00,16983.68,16986.7,16864.03,16887.56,12:00:00,2021-04-13
2380,2021-04-13 13:00:00,16885.92,16886.49,16802.22,16824.91,13:00:00,2021-04-13
2400,2021-04-14 09:00:00,16869.78,16935.39,16766.63,16842.89,09:00:00,2021-04-14
2401,2021-04-14 10:00:00,16844.57,16858.76,16645.47,16680.2,10:00:00,2021-04-14
2402,2021-04-14 11:00:00,16679.02,16752.34,16559.57,16746.42,11:00:00,2021-04-14
2403,2021-04-14 12:00:00,16748.42,16850.83,16710.7,16823.41,12:00:00,2021-04-14
2404,2021-04-14 13:00:00,16823.94,16865.97,16784.4,16865.97,13:00:00,2021-04-14
2424,2021-04-15 09:00:00,16851.06,16966.93,16851.06,16912.45,09:00:00,2021-04-15
2425,2021-04-15 10:00:00,16912.82,16963.95,16903.87,16947.74,10:00:00,2021-04-15
2426,2021-04-15 11:00:00,16944.87,16993.9,16937.42,16988.54,11:00:00,2021-04-15
2427,2021-04-15 12:00:00,16988.63,17016.29,16975.78,16996.46,12:00:00,2021-04-15
2428,2021-04-15 13:00:00,16992.73,17076.73,16987.33,17076.73,13:00:00,2021-04-15
2448,2021-04-16 09:00:00,17028.35,17092.17,16998.91,17056.87,09:00:00,2021-04-16
2449,2021-04-16 10:00:00,17056.74,17097.46,17041.92,17086.13,10:00:00,2021-04-16
2450,2021-04-16 11:00:00,17086.07,17099.79,17033.61,17038.3,11:00:00,2021-04-16
2451,2021-04-16 12:00:00,17046.56,17112.75,17024.74,17105.67,12:00:00,2021-04-16
2452,2021-04-16 13:00:00,17113.02,17158.81,17085.26,17158.81,13:00:00,2021-04-16
2904,2021-05-05 09:00:00,16968.75,17047.55,16858.6,17034.74,09:00:00,2021-05-05
2905,2021-05-05 10:00:00,17030.49,17052.2,16940.24,16993.22,10:00:00,2021-05-05
2906,2021-05-05 11:00:00,17002.4,17027.16,16956.42,17016.02,11:00:00,2021-05-05
2907,2021-05-05 12:00:00,17015.66,17045.47,16958.32,16960.33,12:00:00,2021-05-05
2908,2021-05-05 13:00:00,16964.62,16975.56,16843.44,16843.44,13:00:00,2021-05-05
2928,2021-05-06 09:00:00,16925.52,17088.73,16925.52,17036.28,09:00:00,2021-05-06
2929,2021-05-06 10:00:00,17027.43,17073.49,16981.98,16997.73,10:00:00,2021-05-06
2930,2021-05-06 11:00:00,16997.88,17009.32,16764.71,16864.14,11:00:00,2021-05-06
2931,2021-05-06 12:00:00,16856.14,16925.82,16814.25,16884.19,12:00:00,2021-05-06
2932,2021-05-06 13:00:00,16892.0,16994.36,16878.46,16994.36,13:00:00,2021-05-06
2952,2021-05-07 09:00:00,17032.23,17198.63,17032.23,17198.63,09:00:00,2021-05-07
2953,2021-05-07 10:00:00,17191.69,17203.42,17103.52,17181.98,10:00:00,2021-05-07
2954,2021-05-07 11:00:00,17181.27,17218.11,17158.39,17201.9,11:00:00,2021-05-07
2955,2021-05-07 12:00:00,17200.33,17241.33,17182.88,17226.78,12:00:00,2021-05-07
2956,2021-05-07 13:00:00,17229.55,17285.0,17227.56,17285.0,13:00:00,2021-05-07
3024,2021-05-10 09:00:00,17274.23,17304.47,17188.15,17269.62,09:00:00,2021-05-10
3025,2021-05-10 10:00:00,17271.11,17301.21,17242.75,17257.81,10:00:00,2021-05-10
3026,2021-05-10 11:00:00,17258.46,17265.83,17198.53,17216.27,11:00:00,2021-05-10
3027,2021-05-10 12:00:00,17216.07,17270.03,17193.09,17257.25,12:00:00,2021-05-10
3028,2021-05-10 13:00:00,17251.07,17258.99,17220.25,17235.61,13:00:00,2021-05-10
3048,2021-05-11 09:00:00,17137.19,17137.19,16775.57,16819.21,09:00:00,2021-05-11
3049,2021-05-11 10:00:00,16820.4,16866.97,16697.01,16813.47,10:00:00,2021-05-11
3050,2021-05-11 11:00:00,16812.02,16834.67,16703.3,16728.28,11:00:00,2021-05-11
3051,2021-05-11 12:00:00,16731.29,16748.24,16552.2,16558.8,12:00:00,2021-05-11
3052,2021-05-11 13:00:00,16557.29,16619.58,16460.87,16583.13,13:00:00,2021-05-11
3072,2021-05-12 09:00:00,16515.88,16552.63,16243.18,16334.59,09:00:00,2021-05-12
3073,2021-05-12 10:00:00,16330.25,16347.95,15783.15,15783.15,10:00:00,2021-05-12
