datetime,o,h,l,c,time,date
2018/3/22 12:30,10991.66,10997.83,10991.66,10996.12,12:30:00,2018/3/22
2018/3/22 13:00,10979.31,10987.92,10979.31,10982.39,13:00:00,2018/3/22
2018/3/22 13:30,11005.84,11005.84,11005.84,11005.84,13:30:00,2018/3/22
2018/3/23 09:00,10863.67,10863.67,10758.06,10765.31,09:00:00,2018/3/23
2018/3/23 09:30,10797.8,10800.29,10785.11,10786.8,09:30:00,2018/3/23
2018/3/23 10:00,10844.61,10851.28,10842.58,10846.37,10:00:00,2018/3/23
2018/3/23 10:30,10839.7,10845.7,10837.4,10843.92,10:30:00,2018/3/23
2018/3/23 11:00,10827.18,10828.53,10822.77,10827.47,11:00:00,2018/3/23
2018/3/23 11:30,10840.08,10842.23,10834.78,10836.47,11:30:00,2018/3/23
2018/3/23 12:00,10831.4,10835.26,10825.09,10833.02,12:00:00,2018/3/23
2018/3/23 12:30,10825.3,10826.69,10818.07,10819.63,12:30:00,2018/3/23
2018/3/23 13:00,10814.44,10818.9,10814.44,10817.63,13:00:00,2018/3/23
2018/3/23 13:30,10823.33,10823.33,10823.33,10823.33,13:30:00,2018/3/23
2018/3/26 09:00,10783.57,10786.52,10783.06,10785.79,09:00:00,2018/3/26
2018/3/26 09:30,10813.76,10818.76,10812.08,10813.55,09:30:00,2018/3/26
2018/3/26 10:00,10813.59,10818.3,10813,10817.4,10:00:00,2018/3/26
2018/3/26 10:30,10825.92,10828.07,10822.15,10827.98,10:30:00,2018/3/26
2018/3/26 11:00,10829.24,10834.08,10829.24,10833.07,11:00:00,2018/3/26
2018/3/26 11:30,10813.38,10816.9,10812.78,10813.27,11:30:00,2018/3/26
2018/3/26 12:00,10815.15,10818.47,10811.28,10812.08,12:00:00,2018/3/26
2018/3/26 12:30,10808.39,10814.04,10806,10807.65,12:30:00,2018/3/26
2018/3/26 13:00,10809.69,10811.83,10806.5,10808.87,13:00:00,2018/3/26
2018/3/26 13:30,10840.05,10840.05,10840.05,10840.05,13:30:00,2018/3/26
2018/3/27 09:00,10901.69,10960.67,10901.69,10960.55,09:00:00,2018/3/27
2018/3/27 09:30,10955.85,10963.25,10955.69,10961.16,09:30:00,2018/3/27
2018/3/27 10:00,10949.95,10955.65,10949.72,10949.72,10:00:00,2018/3/27
2018/3/27 10:30,10958.8,10962.62,10956.24,10959.22,10:30:00,2018/3/27
2018/3/27 11:00,10950.57,10957.86,10950.57,10952.69,11:00:00,2018/3/27
2018/3/27 11:30,10959.45,10964.22,10958.53,10962.36,11:30:00,2018/3/27
2018/3/27 12:00,10955.33,10960.97,10954.54,10959.47,12:00:00,2018/3/27
2018/3/27 12:30,10960.52,10961.82,10956.36,10961.82,12:30:00,2018/3/27
2018/3/27 13:00,10964.38,10964.48,10957.09,10964.48,13:00:00,2018/3/27
2018/3/27 13:30,10986.79,10986.79,10986.79,10986.79,13:30:00,2018/3/27
2018/3/28 09:00,10939.97,10939.97,10913.12,10914.68,09:00:00,2018/3/28
2018/3/28 09:30,10895.62,10902.02,10894.78,10897.09,09:30:00,2018/3/28
2018/3/28 10:00,10919.39,10919.47,10915.11,10915.99,10:00:00,2018/3/28
2018/3/28 10:30,10903.82,10909.35,10899.37,10899.59,10:30:00,2018/3/28
2018/3/28 11:00,10895.78,10895.78,10890.18,10890.18,11:00:00,2018/3/28
2018/3/28 11:30,10888.33,10894.56,10885.68,10887.98,11:30:00,2018/3/28
2018/3/28 12:00,10874.55,10874.79,10869.48,10874.38,12:00:00,2018/3/28
2018/3/28 12:30,10883.38,10883.99,10879.71,10882.61,12:30:00,2018/3/28
2018/3/28 13:00,10877.76,10880.36,10873.57,10879.85,13:00:00,2018/3/28
2018/3/28 13:30,10865.66,10865.66,10865.66,10865.66,13:30:00,2018/3/28
2018/3/29 09:00,10855.66,10877.54,10855.66,10877.54,09:00:00,2018/3/29
2018/3/29 09:30,10872.01,10875.27,10872.01,10874.74,09:30:00,2018/3/29
2018/3/29 10:00,10838.39,10838.39,10824.46,10832,10:00:00,2018/3/29
2018/3/29 10:30,10838.82,10841.32,10837.56,10837.58,10:30:00,2018/3/29
2018/3/29 11:00,10860.61,10861.06,10854.06,10860.11,11:00:00,2018/3/29
2018/3/29 11:30,10858.3,10861.61,10855.94,10861.01,11:30:00,2018/3/29
2018/3/29 12:00,10871.94,10876.46,10870.21,10871.73,12:00:00,2018/3/29
2018/3/29 12:30,10875.8,10884.07,10875.8,10884.07,12:30:00,2018/3/29
2018/3/29 13:00,10876.87,10876.87,10868.08,10874.18,13:00:00,2018/3/29
2018/3/29 13:30,10845.92,10845.92,10845.92,10845.92,13:30:00,2018/3/29
2018/3/30 09:00,10905.3,10933.8,10905.3,10931.31,09:00:00,2018/3/30
2018/3/30 09:30,10929.24,10935.51,10928.38,10931.21,09:30:00,2018/3/30
2018/3/30 10:00,10944.08,10948.24,10940.45,10940.45,10:00:00,2018/3/30
2018/3/30 10:30,10959.6,10965.85,10959.28,10963.81,10:30:00,2018/3/30
2018/3/30 11:00,10959.34,10962.08,10957.77,10958.93,11:00:00,2018/3/30
2018/3/30 11:30,10953.02,10960.48,10952.05,10959.92,11:30:00,2018/3/30
2018/3/30 12:00,10942.26,10943.55,10937.8,10943.55,12:00:00,2018/3/30
2018/3/30 12:30,10939.64,10939.8,10933.99,10933.99,12:30:00,2018/3/30
2018/3/30 13:00,10936.25,10939.4,10933.46,10936.57,13:00:00,2018/3/30
2018/3/30 13:30,10906.22,10906.22,10906.22,10906.22,13:30:00,2018/3/30
2018/3/31 09:00,10925.71,10942.33,10925.71,10941.65,09:00:00,2018/3/31
2018/3/31 09:30,10927.49,10927.49,10922.31,10926.63,09:30:00,2018/3/31
2018/3/31 10:00,10933.3,10933.78,10927.4,10932.95,10:00:00,2018/3/31
2018/3/31 10:30,10936.28,10938.86,10934.47,10937.42,10:30:00,2018/3/31
2018/3/31 11:00,10925.61,10927.26,10924.95,10926.12,11:00:00,2018/3/31
2018/3/31 11:30,10931.9,10933.44,10931.9,10932.39,11:30:00,2018/3/31
2018/3/31 12:00,10922.47,10927.71,10922.47,10923.05,12:00:00,2018/3/31
2018/3/31 12:30,10921.57,10922.96,10917.08,10917.45,12:30:00,2018/3/31
2018/3/31 13:00,10919.53,10921.91,10916.25,10918.13,13:00:00,2018/3/31
2018/3/31 13:30,10919.49,10919.49,10919.49,10919.49,13:30:00,2018/3/31
2018/4/2 09:00,10936.26,10954.86,10936.26,10953.78,09:00:00,2018/4/2
2018/4/2 09:30,10964.22,10966.11,10955.8,10959.17,09:30:00,2018/4/2
2018/4/2 10:00,10951.91,10956.13,10949.72,10949.72,10:00:00,2018/4/2
2018/4/2 10:30,10943.2,10943.2,10932.41,10933.3,10:30:00,2018/4/2
2018/4/2 11:00,10896.19,10899.23,10890.41,10890.41,11:00:00,2018/4/2
2018/4/2 11:30,10893.78,10894.16,10888.75,10893.8,11:30:00,2018/4/2
2018/4/2 12:00,10908.86,10908.86,10902.54,10907.1,12:00:00,2018/4/2
2018/4/2 12:30,10906.71,10907.51,10901.05,10906.9,12:30:00,2018/4/2
2018/4/2 13:00,10904.15,10904.15,10900.61,10903.61,13:00:00,2018/4/2
2018/4/2 13:30,10888.27,10888.27,10888.27,10888.27,13:30:00,2018/4/2
2018/4/3 09:00,10837.54,10837.54,10798.7,10798.7,09:00:00,2018/4/3
2018/4/3 09:30,10789.96,10794.68,10789.96,10794.68,09:30:00,2018/4/3
2018/4/3 10:00,10797.72,10798.03,10790.55,10798.03,10:00:00,2018/4/3
2018/4/3 10:30,10792.7,10798.73,10790.4,10795.56,10:30:00,2018/4/3
2018/4/3 11:00,10799.16,10805.2,10798.98,10805.2,11:00:00,2018/4/3
2018/4/3 11:30,10796.42,10799.36,10793.66,10796.89,11:30:00,2018/4/3
2018/4/3 12:00,10798.77,10800.11,10792.56,10798.28,12:00:00,2018/4/3
2018/4/3 12:30,10808.22,10808.22,10801.03,10805.96,12:30:00,2018/4/3
2018/4/3 13:00,10815.41,10816.79,10810.89,10812.19,13:00:00,2018/4/3
2018/4/3 13:30,10821.53,10821.53,10821.53,10821.53,13:30:00,2018/4/3
2018/4/9 09:00,10880.14,10902.25,10880.14,10898.33,09:00:00,2018/4/9
2018/4/9 09:30,10866.5,10869.04,10859.88,10862.49,09:30:00,2018/4/9
2018/4/9 10:00,10853,10853.83,10846.87,10853.43,10:00:00,2018/4/9
2018/4/9 10:30,10836.43,10843.57,10836.43,10843.57,10:30:00,2018/4/9
2018/4/9 11:00,10843.28,10846.29,10843.28,10846.29,11:00:00,2018/4/9
2018/4/9 11:30,10882.71,10882.71,10873.94,10879.58,11:30:00,2018/4/9
2018/4/9 12:00,10888.75,10892,10885.62,10889.1,12:00:00,2018/4/9
2018/4/9 12:30,10885.36,10888,10881.95,10888,12:30:00,2018/4/9
2018/4/9 13:00,10892.93,10895.49,10888.83,10894.68,13:00:00,2018/4/9
2018/4/9 13:30,10893.53,10893.53,10893.53,10893.53,13:30:00,2018/4/9
2018/4/10 09:00,10885.64,10888.79,10877.99,10886.92,09:00:00,2018/4/10
2018/4/10 09:30,10912.5,10912.52,10903.94,10911.52,09:30:00,2018/4/10
2018/4/10 10:00,10917.01,10919.02,10913.77,10916.55,10:00:00,2018/4/10
2018/4/10 10:30,10946.11,10947.97,10941.68,10945.24,10:30:00,2018/4/10
2018/4/10 11:00,10951.18,10955.46,10949.4,10950.97,11:00:00,2018/4/10
2018/4/10 11:30,10957.54,10960.71,10953.7,10960.71,11:30:00,2018/4/10
2018/4/10 12:00,10946.26,10949.57,10944.71,10947.52,12:00:00,2018/4/10
2018/4/10 12:30,10960.89,10960.89,10954.89,10955.04,12:30:00,2018/4/10
2018/4/10 13:00,10947.19,10947.19,10934.64,10934.64,13:00:00,2018/4/10
2018/4/10 13:30,10927.18,10927.18,10927.18,10927.18,13:30:00,2018/4/10
2018/4/11 09:00,10961.7,10991.5,10961.7,10987,09:00:00,2018/4/11
2018/4/11 09:30,10998.12,11005.45,10998.12,10999.22,09:30:00,2018/4/11
2018/4/11 10:00,10990.95,10990.95,10983.38,10988.52,10:00:00,2018/4/11
2018/4/11 10:30,10967.13,10974.01,10967.13,10967.59,10:30:00,2018/4/11
2018/4/11 11:00,10974.99,10976.66,10971.78,10975.86,11:00:00,2018/4/11
2018/4/11 11:30,10977.79,10979.32,10972.23,10975.43,11:30:00,2018/4/11
2018/4/11 12:00,10963.91,10968.87,10962.76,10963.05,12:00:00,2018/4/11
2018/4/11 12:30,10970.04,10970.04,10963.42,10965.58,12:30:00,2018/4/11
2018/4/11 13:00,10960.89,10968.28,10960.89,10967.56,13:00:00,2018/4/11
2018/4/11 13:30,10974.02,10974.02,10974.02,10974.02,13:30:00,2018/4/11
2018/4/12 09:00,10984.12,10997.26,10984.12,10993.92,09:00:00,2018/4/12
2018/4/12 09:30,10961.35,10964.87,10960.38,10962.82,09:30:00,2018/4/12
2018/4/12 10:00,10967.41,10968.3,10962.37,10964.39,10:00:00,2018/4/12
2018/4/12 10:30,10949.23,10950.42,10946.06,10947.53,10:30:00,2018/4/12
2018/4/12 11:00,10944.89,10949.02,10942.06,10949.02,11:00:00,2018/4/12
2018/4/12 11:30,10923.9,10929.79,10923.6,10929.79,11:30:00,2018/4/12
2018/4/12 12:00,10935.37,10935.4,10930.83,10934.67,12:00:00,2018/4/12
2018/4/12 12:30,10933.11,10936.48,10929.95,10935.8,12:30:00,2018/4/12
2018/4/12 13:00,10940.05,10944.43,10935.99,10938.21,13:00:00,2018/4/12
2018/4/12 13:30,10955.29,10955.29,10955.29,10955.29,13:30:00,2018/4/12
2018/4/13 09:00,10975.58,10985.67,10975.58,10981.12,09:00:00,2018/4/13
2018/4/13 09:30,10980.27,10982.79,10980.27,10981.72,09:30:00,2018/4/13
2018/4/13 10:00,10985.62,10986.99,10980.68,10980.82,10:00:00,2018/4/13
2018/4/13 10:30,10957.62,10961.44,10955.97,10958.56,10:30:00,2018/4/13
2018/4/13 11:00,10960.33,10960.33,10957.5,10959.86,11:00:00,2018/4/13
2018/4/13 11:30,10944.81,10945.28,10943.75,10944.63,11:30:00,2018/4/13
2018/4/13 12:00,10950.19,10955.78,10949.11,10955.25,12:00:00,2018/4/13
2018/4/13 12:30,10972.82,10975.27,10968.97,10970.16,12:30:00,2018/4/13
2018/4/13 13:00,10967.77,10973.09,10967.6,10973.09,13:00:00,2018/4/13
2018/4/13 13:30,10965.39,10965.39,10965.39,10965.39,13:30:00,2018/4/13
2018/4/16 09:00,10962.36,10972.5,10959.69,10967.77,09:00:00,2018/4/16
2018/4/16 09:30,10939.78,10939.86,10932.14,10932.14,09:30:00,2018/4/16
2018/4/16 10:00,10941.39,10942.62,10934.84,10942.62,10:00:00,2018/4/16
2018/4/16 10:30,10963.24,10968.37,10961.76,10968.37,10:30:00,2018/4/16
2018/4/16 11:00,10960.06,10960.18,10953.8,10960.18,11:00:00,2018/4/16
2018/4/16 11:30,10949.08,10956.62,10949.08,10949.62,11:30:00,2018/4/16
2018/4/16 12:00,10951.67,10956.66,10951.62,10954.66,12:00:00,2018/4/16
2018/4/16 12:30,10963.73,10966.89,10958.13,10966.72,12:30:00,2018/4/16
2018/4/16 13:00,10958.66,10967.49,10957.96,10959.57,13:00:00,2018/4/16
2018/4/16 13:30,10954.55,10954.55,10954.55,10954.55,13:30:00,2018/4/16
2018/4/17 09:00,10953.51,10961.78,10953.51,10961.7,09:00:00,2018/4/17
2018/4/17 09:30,10894.29,10896.02,10890.03,10896.02,09:30:00,2018/4/17
2018/4/17 10:00,10850.17,10852.77,10849.25,10851.21,10:00:00,2018/4/17
2018/4/17 10:30,10861.62,10861.62,10855.24,10856.86,10:30:00,2018/4/17
2018/4/17 11:00,10852.72,10854.39,10847.61,10850.44,11:00:00,2018/4/17
2018/4/17 11:30,10847.76,10852.34,10846.59,10847.85,11:30:00,2018/4/17
2018/4/17 12:00,10821.76,10826.15,10820.79,10826.15,12:00:00,2018/4/17
2018/4/17 12:30,10826.01,10827.09,10820.69,10826.05,12:30:00,2018/4/17
2018/4/17 13:00,10815.04,10821.35,10812.38,10813.34,13:00:00,2018/4/17
2018/4/17 13:30,10810.45,10810.45,10810.45,10810.45,13:30:00,2018/4/17
2018/4/18 09:00,10842.88,10866.73,10842.88,10864.72,09:00:00,2018/4/18
2018/4/18 09:30,10900.08,10903.59,10899.13,10899.13,09:30:00,2018/4/18
2018/4/18 10:00,10882.89,10884,10875.46,10881.08,10:00:00,2018/4/18
2018/4/18 10:30,10850.96,10854.92,10850.59,10854.87,10:30:00,2018/4/18
2018/4/18 11:00,10843.01,10847.64,10839.53,10840.32,11:00:00,2018/4/18
2018/4/18 11:30,10823.72,10832.84,10823.72,10828.5,11:30:00,2018/4/18
2018/4/18 12:00,10824.46,10826.57,10820.03,10820.03,12:00:00,2018/4/18
2018/4/18 12:30,10831.1,10836.05,10828.67,10828.89,12:30:00,2018/4/18
2018/4/18 13:00,10842.49,10843.5,10836.56,10840.64,13:00:00,2018/4/18
2018/4/18 13:30,10847.89,10847.89,10847.89,10847.89,13:30:00,2018/4/18
2018/4/19 09:00,10891.66,10897.75,10889.71,10897.75,09:00:00,2018/4/19
2018/4/19 09:30,10922.34,10932.51,10922.34,10929.1,09:30:00,2018/4/19
2018/4/19 10:00,10944.03,10948.46,10941.04,10948.46,10:00:00,2018/4/19
2018/4/19 10:30,10954.64,10963.2,10954.23,10963.12,10:30:00,2018/4/19
2018/4/19 11:00,10964.11,10965.15,10959.64,10965.15,11:00:00,2018/4/19
2018/4/19 11:30,10980.28,10982.47,10977.03,10979.74,11:30:00,2018/4/19
2018/4/19 12:00,10966.68,10969.54,10962.76,10968.82,12:00:00,2018/4/19
2018/4/19 12:30,10958.78,10963.75,10958.72,10958.72,12:30:00,2018/4/19
2018/4/19 13:00,10955.63,10956.25,10951.09,10951.09,13:00:00,2018/4/19
2018/4/19 13:30,10971.22,10971.22,10971.22,10971.22,13:30:00,2018/4/19
2018/4/20 09:00,10802.42,10802.42,10788.68,10793.12,09:00:00,2018/4/20
2018/4/20 09:30,10788.75,10790.3,10786.55,10786.55,09:30:00,2018/4/20
2018/4/20 10:00,10813.05,10820,10809.11,10813.14,10:00:00,2018/4/20
2018/4/20 10:30,10828.17,10828.17,10821.95,10827.84,10:30:00,2018/4/20
2018/4/20 11:00,10816.55,10822.41,10814.94,10820.1,11:00:00,2018/4/20
2018/4/20 11:30,10806.86,10808.38,10801.64,10801.89,11:30:00,2018/4/20
2018/4/20 12:00,10788.94,10794.8,10788.48,10793.33,12:00:00,2018/4/20
2018/4/20 12:30,10796.95,10799.54,10792.52,10796.66,12:30:00,2018/4/20
2018/4/20 13:00,10784.31,10789.33,10783.93,10784.14,13:00:00,2018/4/20
2018/4/20 13:30,10779.38,10779.38,10779.38,10779.38,13:30:00,2018/4/20
2018/4/23 09:00,10756.89,10756.89,10748.07,10752.05,09:00:00,2018/4/23
2018/4/23 09:30,10737.51,10737.63,10730.45,10735.67,09:30:00,2018/4/23
2018/4/23 10:00,10746.91,10747.97,10743.65,10747.97,10:00:00,2018/4/23
2018/4/23 10:30,10738.01,10738.76,10732.71,10733.44,10:30:00,2018/4/23
2018/4/23 11:00,10728.19,10730.12,10722.41,10725.44,11:00:00,2018/4/23
2018/4/23 11:30,10710.85,10710.85,10705.14,10709.53,11:30:00,2018/4/23
2018/4/23 12:00,10701.63,10704.15,10699.61,10703.41,12:00:00,2018/4/23
2018/4/23 12:30,10702.02,10703.16,10695.03,10697.8,12:30:00,2018/4/23
2018/4/23 13:00,10694.05,10702.7,10690.74,10702.7,13:00:00,2018/4/23
2018/4/23 13:30,10697.13,10697.13,10697.13,10697.13,13:30:00,2018/4/23
2018/4/24 09:00,10680.38,10692.19,10680.38,10691.34,09:00:00,2018/4/24
2018/4/24 09:30,10546.34,10546.51,10541.86,10546.15,09:30:00,2018/4/24
2018/4/24 10:00,10626.57,10626.57,10619.21,10623.13,10:00:00,2018/4/24
2018/4/24 10:30,10620.38,10623.76,10619.3,10619.57,10:30:00,2018/4/24
2018/4/24 11:00,10609.44,10609.44,10604.59,10604.59,11:00:00,2018/4/24
2018/4/24 11:30,10613.23,10618.56,10611.82,10617.53,11:30:00,2018/4/24
2018/4/24 12:00,10602.99,10606.24,10599.93,10601.64,12:00:00,2018/4/24
2018/4/24 12:30,10589.24,10592.18,10582.65,10586.34,12:30:00,2018/4/24
2018/4/24 13:00,10599.24,10601.29,10593.09,10598.58,13:00:00,2018/4/24
2018/4/24 13:30,10579.5,10579.5,10579.5,10579.5,13:30:00,2018/4/24
2018/4/25 09:00,10541.83,10541.83,10500.71,10500.71,09:00:00,2018/4/25
2018/4/25 09:30,10531.75,10532.51,10525.74,10527.47,09:30:00,2018/4/25
2018/4/25 10:00,10518.78,10523.91,10518.78,10523.91,10:00:00,2018/4/25
2018/4/25 10:30,10503.57,10503.57,10492.83,10494.2,10:30:00,2018/4/25
2018/4/25 11:00,10522.77,10522.77,10516.28,10516.28,11:00:00,2018/4/25
2018/4/25 11:30,10536.46,10540.86,10535.2,10535.62,11:30:00,2018/4/25
2018/4/25 12:00,10524.54,10530.66,10524.17,10526.84,12:00:00,2018/4/25
2018/4/25 12:30,10544.76,10546,10540.62,10541.15,12:30:00,2018/4/25
2018/4/25 13:00,10564.45,10564.45,10556.84,10557.72,13:00:00,2018/4/25
2018/4/25 13:30,10559.97,10559.97,10559.97,10559.97,13:30:00,2018/4/25
2018/4/26 09:00,10583.08,10610.98,10583.08,10609.87,09:00:00,2018/4/26
2018/4/26 09:30,10591.52,10599.67,10591.52,10595.79,09:30:00,2018/4/26
2018/4/26 10:00,10571.55,10576.91,10567.62,10567.62,10:00:00,2018/4/26
2018/4/26 10:30,10578.25,10578.25,10568.16,10571.41,10:30:00,2018/4/26
2018/4/26 11:00,10572.8,10578.49,10571.16,10571.39,11:00:00,2018/4/26
2018/4/26 11:30,10552.95,10556.61,10549.52,10556.61,11:30:00,2018/4/26
2018/4/26 12:00,10540.02,10542.02,10535,10536.99,12:00:00,2018/4/26
2018/4/26 12:30,10516.97,10523.11,10516.7,10516.7,12:30:00,2018/4/26
2018/4/26 13:00,10504.4,10513.34,10504.4,10510.66,13:00:00,2018/4/26
2018/4/26 13:30,10488.58,10488.58,10488.58,10488.58,13:30:00,2018/4/26
2018/4/27 09:00,10546.29,10570.67,10546.29,10570.67,09:00:00,2018/4/27
2018/4/27 09:30,10538.36,10542.72,10536.52,10538.23,09:30:00,2018/4/27
2018/4/27 10:00,10516.05,10518.82,10511.68,10512.08,10:00:00,2018/4/27
2018/4/27 10:30,10528.78,10533.67,10526.74,10526.74,10:30:00,2018/4/27
2018/4/27 11:00,10528.43,10535.31,10528.43,10534.53,11:00:00,2018/4/27
2018/4/27 11:30,10513.24,10519.68,10511.78,10515.49,11:30:00,2018/4/27
2018/4/27 12:00,10521.34,10525.03,10518.41,10521.11,12:00:00,2018/4/27
2018/4/27 12:30,10521.1,10521.34,10515.9,10515.99,12:30:00,2018/4/27
2018/4/27 13:00,10514.12,10514.57,10504.66,10512.74,13:00:00,2018/4/27
2018/4/27 13:30,10553.43,10553.43,10553.43,10553.43,13:30:00,2018/4/27
2018/4/30 09:00,10553.41,10575.59,10553.41,10570.36,09:00:00,2018/4/30
2018/4/30 09:30,10562.04,10566.28,10559.61,10561.61,09:30:00,2018/4/30
2018/4/30 10:00,10594.29,10596.13,10589.34,10593.67,10:00:00,2018/4/30
2018/4/30 10:30,10628.14,10630.06,10624.65,10629.13,10:30:00,2018/4/30
2018/4/30 11:00,10635.52,10641.29,10632.38,10641.21,11:00:00,2018/4/30
2018/4/30 11:30,10639.08,10639.72,10634.62,10638.95,11:30:00,2018/4/30
2018/4/30 12:00,10648.25,10648.63,10640.61,10646.44,12:00:00,2018/4/30
2018/4/30 12:30,10647.86,10652.58,10644.85,10650.62,12:30:00,2018/4/30
2018/4/30 13:00,10651.14,10652.32,10647.59,10650.1,13:00:00,2018/4/30
2018/4/30 13:30,10657.88,10657.88,10657.88,10657.88,13:30:00,2018/4/30
2018/5/2 09:00,10665.52,10677.73,10665.52,10675.37,09:00:00,2018/5/2
2018/5/2 09:30,10664.21,10665.24,10663.74,10665.24,09:30:00,2018/5/2
2018/5/2 10:00,10654.03,10655.34,10650,10653.06,10:00:00,2018/5/2
2018/5/2 10:30,10664.24,10669.4,10662.6,10662.65,10:30:00,2018/5/2
2018/5/2 11:00,10666.55,10668.09,10662.41,10662.41,11:00:00,2018/5/2
2018/5/2 11:30,10655.25,10663.53,10655.25,10662.32,11:30:00,2018/5/2
2018/5/2 12:00,10649.42,10655.91,10649.42,10655.22,12:00:00,2018/5/2
2018/5/2 12:30,10654.65,10654.65,10646.79,10653.12,12:30:00,2018/5/2
2018/5/2 13:00,10621.65,10621.65,10613.06,10620.97,13:00:00,2018/5/2
2018/5/2 13:30,10618.81,10618.81,10618.81,10618.81,13:30:00,2018/5/2
2018/5/3 09:00,10578.98,10578.98,10567.49,10567.84,09:00:00,2018/5/3
2018/5/3 09:30,10533.6,10539.52,10532.27,10536.69,09:30:00,2018/5/3
2018/5/3 10:00,10541.61,10543.53,10537.52,10537.52,10:00:00,2018/5/3
2018/5/3 10:30,10551.13,10551.13,10545.1,10545.1,10:30:00,2018/5/3
2018/5/3 11:00,10514.85,10515.16,10509.03,10511.73,11:00:00,2018/5/3
2018/5/3 11:30,10524.93,10533.59,10524.88,10529.43,11:30:00,2018/5/3
2018/5/3 12:00,10540.84,10543.72,10538.1,10538.54,12:00:00,2018/5/3
2018/5/3 12:30,10546.19,10552.52,10545.27,10547.05,12:30:00,2018/5/3
2018/5/3 13:00,10540.54,10543,10537.88,10540.36,13:00:00,2018/5/3
2018/5/3 13:30,10514.18,10514.18,10514.18,10514.18,13:30:00,2018/5/3
2018/5/4 09:00,10516.45,10519.91,10513.48,10514.22,09:00:00,2018/5/4
2018/5/4 09:30,10522.16,10527.41,10521.96,10525.74,09:30:00,2018/5/4
2018/5/4 10:00,10524.64,10526.54,10521.66,10525.18,10:00:00,2018/5/4
2018/5/4 10:30,10518.22,10524.56,10516.13,10516.13,10:30:00,2018/5/4
2018/5/4 11:00,10508.32,10515.21,10508.32,10515.21,11:00:00,2018/5/4
2018/5/4 11:30,10531.46,10533.71,10526.56,10533.05,11:30:00,2018/5/4
2018/5/4 12:00,10541.93,10544.11,10538.11,10538.11,12:00:00,2018/5/4
2018/5/4 12:30,10542.91,10547.49,10538.55,10541.62,12:30:00,2018/5/4
2018/5/4 13:00,10555.52,10555.52,10550.32,10550.32,13:00:00,2018/5/4
2018/5/4 13:30,10529.37,10529.37,10529.37,10529.37,13:30:00,2018/5/4
2018/5/7 09:00,10581.78,10630.92,10581.78,10629.58,09:00:00,2018/5/7
2018/5/7 09:30,10583.81,10587.59,10581.5,10582.15,09:30:00,2018/5/7
2018/5/7 10:00,10575.3,10580.81,10575.11,10580.47,10:00:00,2018/5/7
2018/5/7 10:30,10595.32,10600.66,10594.1,10597.68,10:30:00,2018/5/7
2018/5/7 11:00,10600.73,10604.38,10599.3,10601.22,11:00:00,2018/5/7
2018/5/7 11:30,10608.14,10610.29,10604.33,10605.93,11:30:00,2018/5/7
2018/5/7 12:00,10619.56,10623.9,10615.76,10615.76,12:00:00,2018/5/7
2018/5/7 12:30,10631.01,10631.01,10623.12,10623.12,12:30:00,2018/5/7
2018/5/7 13:00,10611.37,10617.32,10611.37,10613.4,13:00:00,2018/5/7
2018/5/7 13:30,10604.91,10604.91,10604.91,10604.91,13:30:00,2018/5/7
2018/5/8 09:00,10610.44,10621.33,10609.04,10620.05,09:00:00,2018/5/8
2018/5/8 09:30,10630.27,10636.65,10628.66,10630.03,09:30:00,2018/5/8
2018/5/8 10:00,10658.89,10660.23,10656.12,10659.69,10:00:00,2018/5/8
2018/5/8 10:30,10670.21,10676.49,10670.21,10675.67,10:30:00,2018/5/8
2018/5/8 11:00,10671.38,10673.78,10669.84,10669.84,11:00:00,2018/5/8
2018/5/8 11:30,10676.76,10682.03,10675.85,10675.85,11:30:00,2018/5/8
2018/5/8 12:00,10677.87,10679.58,10672.74,10679.22,12:00:00,2018/5/8
2018/5/8 12:30,10687.27,10687.27,10680.62,10681.18,12:30:00,2018/5/8
2018/5/8 13:00,10674.27,10675.66,10670.49,10672.6,13:00:00,2018/5/8
2018/5/8 13:30,10691.38,10691.38,10691.38,10691.38,13:30:00,2018/5/8
2018/5/9 09:00,10692.89,10707.23,10692.89,10707.07,09:00:00,2018/5/9
2018/5/9 09:30,10731.77,10735.63,10726.58,10735.63,09:30:00,2018/5/9
2018/5/9 10:00,10707.49,10708.3,10701.97,10706.48,10:00:00,2018/5/9
2018/5/9 10:30,10719.77,10725.84,10717.99,10719.94,10:30:00,2018/5/9
2018/5/9 11:00,10723.43,10728.89,10720.77,10723.41,11:00:00,2018/5/9
2018/5/9 11:30,10724.19,10731.32,10723.57,10731.32,11:30:00,2018/5/9
2018/5/9 12:00,10732.76,10737.39,10731.24,10734.83,12:00:00,2018/5/9
2018/5/9 12:30,10728.1,10728.1,10722.14,10725.89,12:30:00,2018/5/9
2018/5/9 13:00,10723.07,10725.94,10719.01,10719.01,13:00:00,2018/5/9
2018/5/9 13:30,10703.35,10703.35,10703.35,10703.35,13:30:00,2018/5/9
2018/5/10 09:00,10731.68,10760.64,10731.68,10760.18,09:00:00,2018/5/10
2018/5/10 09:30,10774.94,10779.53,10773.32,10777.69,09:30:00,2018/5/10
2018/5/10 10:00,10767.22,10767.56,10761.12,10766.93,10:00:00,2018/5/10
2018/5/10 10:30,10770.48,10775.33,10767.09,10770.95,10:30:00,2018/5/10
2018/5/10 11:00,10758.6,10760.19,10755.04,10757.71,11:00:00,2018/5/10
