,datetime,o,h,l,c,time,date
1460,2018/1/3 09:20,10793.39,10793.6,10788.73,10790.94,09:20:00,2018/1/3
1470,2018/1/3 09:30,10796.2,10797.9,10792.15,10797.24,09:30:00,2018/1/3
1480,2018/1/3 09:40,10788.44,10793.56,10788.44,10791.27,09:40:00,2018/1/3
1490,2018/1/3 09:50,10809.22,10811,10808,10810.29,09:50:00,2018/1/3
1500,2018/1/3 10:00,10800.25,10800.25,10793.45,10793.45,10:00:00,2018/1/3
1510,2018/1/3 10:10,10797.04,10797.04,10791.95,10793.04,10:10:00,2018/1/3
1520,2018/1/3 10:20,10799.12,10801.79,10795.36,10796.01,10:20:00,2018/1/3
1530,2018/1/3 10:30,10796.89,10799.03,10791.76,10791.84,10:30:00,2018/1/3
1540,2018/1/3 10:40,10792.88,10797.32,10790.4,10793.68,10:40:00,2018/1/3
1550,2018/1/3 10:50,10789.46,10790.59,10784.56,10789.4,10:50:00,2018/1/3
1560,2018/1/3 11:00,10785.24,10786.74,10781.66,10786.53,11:00:00,2018/1/3
1570,2018/1/3 11:10,10781.36,10787.44,10779.24,10784.55,11:10:00,2018/1/3
1580,2018/1/3 11:20,10791.44,10793.52,10783.71,10789.8,11:20:00,2018/1/3
1590,2018/1/3 11:30,10786.44,10792.62,10786.12,10792.62,11:30:00,2018/1/3
1600,2018/1/3 11:40,10791.72,10796.3,10791.72,10796.3,11:40:00,2018/1/3
1610,2018/1/3 11:50,10791.48,10795.34,10788.7,10793.55,11:50:00,2018/1/3
1620,2018/1/3 12:00,10794.99,10796.38,10789.27,10795.11,12:00:00,2018/1/3
1630,2018/1/3 12:10,10798.1,10801.62,10795.3,10796.28,12:10:00,2018/1/3
1640,2018/1/3 12:20,10799.93,10799.93,10791.91,10796.42,12:20:00,2018/1/3
1650,2018/1/3 12:30,10788.79,10796.71,10787.3,10788.37,12:30:00,2018/1/3
1660,2018/1/3 12:40,10786.59,10789.55,10781.1,10788.89,12:40:00,2018/1/3
1670,2018/1/3 12:50,10791.75,10796.61,10788.89,10794.3,12:50:00,2018/1/3
1680,2018/1/3 13:00,10796.21,10797.26,10791.91,10796.34,13:00:00,2018/1/3
1690,2018/1/3 13:10,10789.71,10792.47,10784.58,10792.47,13:10:00,2018/1/3
1700,2018/1/3 13:20,10794.34,10798.86,10791.76,10797.94,13:20:00,2018/1/3
1710,2018/1/3 13:30,10801.57,10801.57,10801.57,10801.57,13:30:00,2018/1/3
2880,2018/1/4 09:00,10834.58,10850.21,10834.58,10850.21,09:00:00,2018/1/4
2890,2018/1/4 09:10,10838.74,10839.97,10838.04,10838.89,09:10:00,2018/1/4
2900,2018/1/4 09:20,10803.98,10805.38,10800.43,10805.15,09:20:00,2018/1/4
2910,2018/1/4 09:30,10812.52,10819.94,10812.52,10819.94,09:30:00,2018/1/4
2920,2018/1/4 09:40,10812.09,10819.77,10812.09,10813.63,09:40:00,2018/1/4
2930,2018/1/4 09:50,10816.57,10819.3,10811.55,10811.55,09:50:00,2018/1/4
2940,2018/1/4 10:00,10828.01,10828.01,10815.98,10818.42,10:00:00,2018/1/4
2950,2018/1/4 10:10,10804.44,10809.3,10801.83,10802.78,10:10:00,2018/1/4
2960,2018/1/4 10:20,10807.53,10808.93,10801.75,10807.38,10:20:00,2018/1/4
2970,2018/1/4 10:30,10807.66,10810.14,10802.46,10807.34,10:30:00,2018/1/4
2980,2018/1/4 10:40,10804.65,10811.92,10803.49,10809.14,10:40:00,2018/1/4
2990,2018/1/4 10:50,10813.36,10814.87,10811.28,10811.32,10:50:00,2018/1/4
3000,2018/1/4 11:00,10815.72,10820,10810.97,10814.37,11:00:00,2018/1/4
3010,2018/1/4 11:10,10817.15,10821.77,10814.51,10814.51,11:10:00,2018/1/4
3020,2018/1/4 11:20,10818.88,10819.08,10813.59,10814.75,11:20:00,2018/1/4
3030,2018/1/4 11:30,10815.35,10816.5,10808.46,10815.32,11:30:00,2018/1/4
3040,2018/1/4 11:40,10817.49,10818,10811.77,10814.37,11:40:00,2018/1/4
3050,2018/1/4 11:50,10816.68,10817.18,10809.14,10814.33,11:50:00,2018/1/4
3060,2018/1/4 12:00,10812.24,10816.23,10809.08,10812.4,12:00:00,2018/1/4
3070,2018/1/4 12:10,10808.62,10813.19,10806.41,10811.22,12:10:00,2018/1/4
3080,2018/1/4 12:20,10810.63,10814.87,10807.14,10807.14,12:20:00,2018/1/4
3090,2018/1/4 12:30,10812.16,10814.45,10807.53,10813.28,12:30:00,2018/1/4
3100,2018/1/4 12:40,10808.14,10814.65,10806.38,10808.19,12:40:00,2018/1/4
3110,2018/1/4 12:50,10815.07,10822.86,10814.69,10817.86,12:50:00,2018/1/4
3120,2018/1/4 13:00,10824.24,10824.24,10816.04,10817.89,13:00:00,2018/1/4
3130,2018/1/4 13:10,10820.85,10824.03,10816.86,10822.53,13:10:00,2018/1/4
3140,2018/1/4 13:20,10827.25,10827.25,10819.64,10821.62,13:20:00,2018/1/4
3150,2018/1/4 13:30,10848.63,10848.63,10848.63,10848.63,13:30:00,2018/1/4
4320,2018/1/5 09:00,10856.92,10869.06,10856.92,10863.66,09:00:00,2018/1/5
4330,2018/1/5 09:10,10857.61,10865.62,10857.61,10862.18,09:10:00,2018/1/5
4340,2018/1/5 09:20,10854,10860.55,10854,10857.23,09:20:00,2018/1/5
4350,2018/1/5 09:30,10842.62,10842.62,10833.98,10834.94,09:30:00,2018/1/5
4360,2018/1/5 09:40,10841.69,10845.66,10836.12,10841.19,09:40:00,2018/1/5
4370,2018/1/5 09:50,10839.13,10845.8,10839.13,10844.2,09:50:00,2018/1/5
4380,2018/1/5 10:00,10839.86,10842.56,10836.3,10837.97,10:00:00,2018/1/5
4390,2018/1/5 10:10,10833.25,10833.25,10825.35,10827.03,10:10:00,2018/1/5
4400,2018/1/5 10:20,10818.24,10821.76,10816.62,10817.96,10:20:00,2018/1/5
4410,2018/1/5 10:30,10831.63,10835.89,10830.63,10832.6,10:30:00,2018/1/5
4420,2018/1/5 10:40,10832.2,10837.77,10831.32,10835.26,10:40:00,2018/1/5
4430,2018/1/5 10:50,10844.93,10847.71,10840.6,10847.71,10:50:00,2018/1/5
4440,2018/1/5 11:00,10850.46,10852.23,10844.52,10849.51,11:00:00,2018/1/5
4450,2018/1/5 11:10,10845.09,10849.53,10840.99,10840.99,11:10:00,2018/1/5
4460,2018/1/5 11:20,10849.51,10852.72,10844.6,10845.33,11:20:00,2018/1/5
4470,2018/1/5 11:30,10848.58,10853.74,10846.52,10852.37,11:30:00,2018/1/5
4480,2018/1/5 11:40,10853.64,10857.78,10852.92,10855.65,11:40:00,2018/1/5
4490,2018/1/5 11:50,10849.18,10854.08,10848.63,10853.94,11:50:00,2018/1/5
4500,2018/1/5 12:00,10860.21,10860.4,10852.8,10860.4,12:00:00,2018/1/5
4510,2018/1/5 12:10,10855.2,10857.61,10848.91,10852.87,12:10:00,2018/1/5
4520,2018/1/5 12:20,10859.94,10861.32,10853.87,10861.32,12:20:00,2018/1/5
4530,2018/1/5 12:30,10857.45,10860.42,10849.93,10853.97,12:30:00,2018/1/5
4540,2018/1/5 12:40,10851.72,10859.16,10850.84,10854.48,12:40:00,2018/1/5
4550,2018/1/5 12:50,10857.41,10860.76,10854.67,10859.74,12:50:00,2018/1/5
4560,2018/1/5 13:00,10869.17,10869.17,10863.58,10866.19,13:00:00,2018/1/5
4570,2018/1/5 13:10,10862.64,10866.39,10858.64,10860.12,13:10:00,2018/1/5
4580,2018/1/5 13:20,10855.16,10862.79,10855.16,10861.16,13:20:00,2018/1/5
4590,2018/1/5 13:30,10879.8,10879.8,10879.8,10879.8,13:30:00,2018/1/5
8640,2018/1/8 09:00,10899.09,10899.42,10891.56,10899.31,09:00:00,2018/1/8
8650,2018/1/8 09:10,10890,10892.77,10887.89,10887.99,09:10:00,2018/1/8
8660,2018/1/8 09:20,10881.87,10883.29,10878.97,10880.51,09:20:00,2018/1/8
8670,2018/1/8 09:30,10875.12,10877.74,10873.64,10875.82,09:30:00,2018/1/8
8680,2018/1/8 09:40,10894.95,10895.37,10892.02,10893.07,09:40:00,2018/1/8
8690,2018/1/8 09:50,10899.21,10899.82,10896.77,10898.34,09:50:00,2018/1/8
8700,2018/1/8 10:00,10911.9,10912.65,10906.1,10908.23,10:00:00,2018/1/8
8710,2018/1/8 10:10,10906.72,10911.21,10903.11,10903.78,10:10:00,2018/1/8
8720,2018/1/8 10:20,10909.71,10911.65,10904.37,10904.6,10:20:00,2018/1/8
8730,2018/1/8 10:30,10904.07,10906.99,10900.1,10906.88,10:30:00,2018/1/8
8740,2018/1/8 10:40,10908.51,10909.95,10901.25,10907.47,10:40:00,2018/1/8
8750,2018/1/8 10:50,10910.01,10911.26,10903.76,10905.24,10:50:00,2018/1/8
8760,2018/1/8 11:00,10907.46,10910.96,10904.64,10907.72,11:00:00,2018/1/8
8770,2018/1/8 11:10,10898.7,10904.94,10897.23,10898.76,11:10:00,2018/1/8
8780,2018/1/8 11:20,10904.77,10904.77,10897.65,10899.77,11:20:00,2018/1/8
8790,2018/1/8 11:30,10909.43,10911.76,10903.41,10908.93,11:30:00,2018/1/8
8800,2018/1/8 11:40,10908.88,10909.93,10903.59,10903.59,11:40:00,2018/1/8
8810,2018/1/8 11:50,10907.39,10911.65,10902.5,10910.8,11:50:00,2018/1/8
8820,2018/1/8 12:00,10907.14,10907.92,10901.3,10907.92,12:00:00,2018/1/8
8830,2018/1/8 12:10,10898.8,10904.5,10898.8,10899.07,12:10:00,2018/1/8
8840,2018/1/8 12:20,10900.07,10905.79,10898.8,10899.88,12:20:00,2018/1/8
8850,2018/1/8 12:30,10894.16,10903.7,10894.16,10901.61,12:30:00,2018/1/8
8860,2018/1/8 12:40,10894.88,10897.44,10889.97,10891.07,12:40:00,2018/1/8
8870,2018/1/8 12:50,10891.1,10896.91,10889.1,10892.79,12:50:00,2018/1/8
8880,2018/1/8 13:00,10892.05,10902.1,10892.05,10897.36,13:00:00,2018/1/8
8890,2018/1/8 13:10,10906.69,10911.33,10904.21,10905.43,13:10:00,2018/1/8
8900,2018/1/8 13:20,10904.08,10909.31,10904.08,10904.61,13:20:00,2018/1/8
8910,2018/1/8 13:30,10915.75,10915.75,10915.75,10915.75,13:30:00,2018/1/8
10080,2018/1/9 09:00,10922.35,10922.35,10913.59,10917.3,09:00:00,2018/1/9
10090,2018/1/9 09:10,10923.37,10930.84,10923.37,10924.54,09:10:00,2018/1/9
10100,2018/1/9 09:20,10891.99,10893.72,10888.71,10893.72,09:20:00,2018/1/9
10110,2018/1/9 09:30,10888.41,10891.06,10886.35,10891.06,09:30:00,2018/1/9
10120,2018/1/9 09:40,10901.13,10908.23,10901.13,10907.68,09:40:00,2018/1/9
10130,2018/1/9 09:50,10896.65,10902.67,10895.45,10901.61,09:50:00,2018/1/9
10140,2018/1/9 10:00,10899.87,10899.87,10893.2,10893.53,10:00:00,2018/1/9
10150,2018/1/9 10:10,10897.51,10897.83,10890.8,10895.98,10:10:00,2018/1/9
10160,2018/1/9 10:20,10885.33,10890.55,10882.28,10883.5,10:20:00,2018/1/9
10170,2018/1/9 10:30,10873.63,10881.3,10873.63,10877.17,10:30:00,2018/1/9
10180,2018/1/9 10:40,10865.22,10870.11,10862.09,10868.35,10:40:00,2018/1/9
10190,2018/1/9 10:50,10878.43,10878.43,10872.18,10877.97,10:50:00,2018/1/9
10200,2018/1/9 11:00,10879.86,10885.7,10878.97,10880.41,11:00:00,2018/1/9
10210,2018/1/9 11:10,10884.76,10892.64,10884.53,10888.85,11:10:00,2018/1/9
10220,2018/1/9 11:20,10891.64,10895.79,10885.24,10895.79,11:20:00,2018/1/9
10230,2018/1/9 11:30,10899.72,10900.38,10893.14,10898.31,11:30:00,2018/1/9
10240,2018/1/9 11:40,10895.61,10898.81,10892.89,10892.89,11:40:00,2018/1/9
10250,2018/1/9 11:50,10896.58,10900.42,10893.02,10898.73,11:50:00,2018/1/9
10260,2018/1/9 12:00,10896.47,10898.76,10891.68,10891.9,12:00:00,2018/1/9
10270,2018/1/9 12:10,10893.69,10896.3,10887.86,10887.86,12:10:00,2018/1/9
10280,2018/1/9 12:20,10893.21,10894.35,10886.31,10890.89,12:20:00,2018/1/9
10290,2018/1/9 12:30,10893.19,10894.94,10888.19,10894.68,12:30:00,2018/1/9
10300,2018/1/9 12:40,10892.54,10893.07,10886.58,10891.14,12:40:00,2018/1/9
10310,2018/1/9 12:50,10887.94,10887.94,10880.84,10885.59,12:50:00,2018/1/9
10320,2018/1/9 13:00,10884.27,10887.46,10882.17,10886.77,13:00:00,2018/1/9
10330,2018/1/9 13:10,10882.92,10886.97,10880.27,10886.63,13:10:00,2018/1/9
10340,2018/1/9 13:20,10897.23,10900.01,10893.35,10897.23,13:20:00,2018/1/9
10350,2018/1/9 13:30,10914.89,10914.89,10914.89,10914.89,13:30:00,2018/1/9
11520,2018/1/10 09:00,10915.32,10928.77,10915.32,10927.43,09:00:00,2018/1/10
11530,2018/1/10 09:10,10902.1,10906.41,10898.89,10903.46,09:10:00,2018/1/10
11540,2018/1/10 09:20,10889.53,10894.3,10888.11,10889.43,09:20:00,2018/1/10
11550,2018/1/10 09:30,10891.92,10894.69,10889.03,10894.27,09:30:00,2018/1/10
11560,2018/1/10 09:40,10890.79,10895.16,10889.49,10891.38,09:40:00,2018/1/10
11570,2018/1/10 09:50,10879.18,10884.37,10877.96,10883.48,09:50:00,2018/1/10
11580,2018/1/10 10:00,10882.49,10882.49,10876.19,10878.36,10:00:00,2018/1/10
11590,2018/1/10 10:10,10886.87,10892.35,10885.46,10891.7,10:10:00,2018/1/10
11600,2018/1/10 10:20,10891.19,10894.45,10887.53,10890.28,10:20:00,2018/1/10
11610,2018/1/10 10:30,10886.33,10887.2,10881.04,10881.7,10:30:00,2018/1/10
11620,2018/1/10 10:40,10874.08,10876.47,10873.31,10873.57,10:40:00,2018/1/10
11630,2018/1/10 10:50,10862.46,10865.73,10860.89,10864.94,10:50:00,2018/1/10
11640,2018/1/10 11:00,10857.16,10858.64,10849.17,10849.17,11:00:00,2018/1/10
11650,2018/1/10 11:10,10832.51,10832.98,10827.11,10832.98,11:10:00,2018/1/10
11660,2018/1/10 11:20,10840.52,10847.41,10838.93,10844.03,11:20:00,2018/1/10
11670,2018/1/10 11:30,10837.01,10839.3,10829.74,10835.66,11:30:00,2018/1/10
11680,2018/1/10 11:40,10831.86,10831.86,10826.05,10827.37,11:40:00,2018/1/10
11690,2018/1/10 11:50,10840.45,10842.11,10835.8,10842.01,11:50:00,2018/1/10
11700,2018/1/10 12:00,10840.26,10844.92,10840.26,10843.81,12:00:00,2018/1/10
11710,2018/1/10 12:10,10845.86,10851.55,10845.22,10845.41,12:10:00,2018/1/10
11720,2018/1/10 12:20,10845.62,10851.96,10843.95,10850.57,12:20:00,2018/1/10
11730,2018/1/10 12:30,10847.06,10848.22,10840.18,10843.26,12:30:00,2018/1/10
11740,2018/1/10 12:40,10832.87,10838.15,10829.92,10829.92,12:40:00,2018/1/10
11750,2018/1/10 12:50,10824.99,10829.85,10822.48,10823.4,12:50:00,2018/1/10
11760,2018/1/10 13:00,10823.53,10827.86,10820.79,10820.79,13:00:00,2018/1/10
11770,2018/1/10 13:10,10822.82,10829.09,10820.4,10822.34,13:10:00,2018/1/10
11780,2018/1/10 13:20,10819.95,10826.18,10819.38,10823.81,13:20:00,2018/1/10
11790,2018/1/10 13:30,10831.09,10831.09,10831.09,10831.09,13:30:00,2018/1/10
12960,2018/1/11 09:00,10824.54,10842.49,10824.54,10841.12,09:00:00,2018/1/11
12970,2018/1/11 09:10,10825.96,10833.15,10823.48,10823.48,09:10:00,2018/1/11
12980,2018/1/11 09:20,10813.9,10814.88,10808.91,10809.31,09:20:00,2018/1/11
12990,2018/1/11 09:30,10819.31,10819.31,10812.4,10814.68,09:30:00,2018/1/11
13000,2018/1/11 09:40,10792.5,10793.03,10785.82,10785.82,09:40:00,2018/1/11
13010,2018/1/11 09:50,10801.76,10806.41,10800.65,10800.93,09:50:00,2018/1/11
13020,2018/1/11 10:00,10796.62,10798.28,10794.07,10795.98,10:00:00,2018/1/11
13030,2018/1/11 10:10,10786.25,10786.25,10782.04,10782.04,10:10:00,2018/1/11
13040,2018/1/11 10:20,10781.83,10785.45,10779.73,10781.88,10:20:00,2018/1/11
13050,2018/1/11 10:30,10781.97,10782.9,10774.27,10774.27,10:30:00,2018/1/11
13060,2018/1/11 10:40,10775.93,10778.62,10774.4,10775.43,10:40:00,2018/1/11
13070,2018/1/11 10:50,10781.63,10784.23,10777.55,10778.42,10:50:00,2018/1/11
13080,2018/1/11 11:00,10778.16,10780.8,10773.77,10779.98,11:00:00,2018/1/11
13090,2018/1/11 11:10,10777.22,10782.54,10775.3,10775.54,11:10:00,2018/1/11
13100,2018/1/11 11:20,10782.46,10786.55,10779.81,10784.83,11:20:00,2018/1/11
13110,2018/1/11 11:30,10782.59,10788.08,10781.02,10784.2,11:30:00,2018/1/11
13120,2018/1/11 11:40,10786.84,10787.16,10779.95,10782.06,11:40:00,2018/1/11
13130,2018/1/11 11:50,10782.14,10786.85,10781.41,10781.41,11:50:00,2018/1/11
13140,2018/1/11 12:00,10784.89,10796.27,10784.89,10791.62,12:00:00,2018/1/11
13150,2018/1/11 12:10,10792.68,10792.97,10788.7,10789.22,12:10:00,2018/1/11
13160,2018/1/11 12:20,10780.37,10787.9,10780.37,10781.59,12:20:00,2018/1/11
13170,2018/1/11 12:30,10777.56,10779.39,10773.14,10773.72,12:30:00,2018/1/11
13180,2018/1/11 12:40,10779.71,10780.77,10774.06,10779.76,12:40:00,2018/1/11
13190,2018/1/11 12:50,10784.69,10784.69,10778.25,10780.77,12:50:00,2018/1/11
13200,2018/1/11 13:00,10784.31,10785.97,10776.83,10777.66,13:00:00,2018/1/11
13210,2018/1/11 13:10,10781.22,10783.65,10777.97,10779.19,13:10:00,2018/1/11
13220,2018/1/11 13:20,10782.92,10782.92,10777.61,10777.61,13:20:00,2018/1/11
13230,2018/1/11 13:30,10810.06,10810.06,10810.06,10810.06,13:30:00,2018/1/11
14400,2018/1/12 09:00,10818.24,10843.1,10818.24,10840.08,09:00:00,2018/1/12
14410,2018/1/12 09:10,10838.06,10844.48,10837.33,10837.6,09:10:00,2018/1/12
14420,2018/1/12 09:20,10852.15,10854.69,10849.86,10854.14,09:20:00,2018/1/12
14430,2018/1/12 09:30,10862.99,10870.87,10862.99,10863.75,09:30:00,2018/1/12
14440,2018/1/12 09:40,10861.97,10867.9,10860.94,10865.87,09:40:00,2018/1/12
14450,2018/1/12 09:50,10876.17,10886.36,10876.17,10886.36,09:50:00,2018/1/12
14460,2018/1/12 10:00,10891.61,10891.61,10882.56,10885.34,10:00:00,2018/1/12
14470,2018/1/12 10:10,10880.82,10882.52,10877.9,10882.22,10:10:00,2018/1/12
14480,2018/1/12 10:20,10886.17,10891.78,10884.9,10886.3,10:20:00,2018/1/12
14490,2018/1/12 10:30,10884.01,10887.4,10880.2,10880.2,10:30:00,2018/1/12
14500,2018/1/12 10:40,10880.32,10881.05,10874.72,10874.72,10:40:00,2018/1/12
14510,2018/1/12 10:50,10876.3,10880.74,10875.51,10879.37,10:50:00,2018/1/12
14520,2018/1/12 11:00,10894.16,10899.98,10892.38,10897.28,11:00:00,2018/1/12
14530,2018/1/12 11:10,10889.86,10891.42,10882.99,10891.42,11:10:00,2018/1/12
14540,2018/1/12 11:20,10886.3,10888.03,10879.79,10884.58,11:20:00,2018/1/12
14550,2018/1/12 11:30,10886.39,10890.57,10884.94,10889.16,11:30:00,2018/1/12
14560,2018/1/12 11:40,10891.37,10894.12,10887.34,10889.53,11:40:00,2018/1/12
14570,2018/1/12 11:50,10885.55,10889.44,10884.25,10886.15,11:50:00,2018/1/12
14580,2018/1/12 12:00,10890.54,10890.54,10882.54,10887.03,12:00:00,2018/1/12
14590,2018/1/12 12:10,10882.41,10886.81,10879.95,10885.82,12:10:00,2018/1/12
14600,2018/1/12 12:20,10882.48,10884.54,10881.67,10881.93,12:20:00,2018/1/12
14610,2018/1/12 12:30,10880.97,10883.51,10877.26,10879.03,12:30:00,2018/1/12
14620,2018/1/12 12:40,10883.01,10883.4,10877.56,10882.24,12:40:00,2018/1/12
14630,2018/1/12 12:50,10880.11,10881.21,10877.74,10878.16,12:50:00,2018/1/12
14640,2018/1/12 13:00,10879.57,10880.89,10871.29,10877.09,13:00:00,2018/1/12
14650,2018/1/12 13:10,10876.63,10883.65,10874.35,10878.43,13:10:00,2018/1/12
14660,2018/1/12 13:20,10882.65,10882.65,10878.19,10880.52,13:20:00,2018/1/12
14670,2018/1/12 13:30,10883.96,10883.96,10883.96,10883.96,13:30:00,2018/1/12
18720,2018/1/15 09:00,10932.37,10962.55,10932.37,10962.49,09:00:00,2018/1/15
18730,2018/1/15 09:10,10941.02,10948.11,10941.02,10948.11,09:10:00,2018/1/15
18740,2018/1/15 09:20,10930.48,10935.26,10928.46,10928.7,09:20:00,2018/1/15
18750,2018/1/15 09:30,10929.99,10932.66,10927.64,10928.33,09:30:00,2018/1/15
18760,2018/1/15 09:40,10918.58,10919.01,10911.89,10916.02,09:40:00,2018/1/15
18770,2018/1/15 09:50,10925.75,10929.34,10920.32,10929.33,09:50:00,2018/1/15
18780,2018/1/15 10:00,10929.63,10932.22,10926.89,10928.03,10:00:00,2018/1/15
18790,2018/1/15 10:10,10926.13,10928.6,10925.87,10926.36,10:10:00,2018/1/15
18800,2018/1/15 10:20,10926.68,10928.34,10922.78,10926.91,10:20:00,2018/1/15
18810,2018/1/15 10:30,10928.81,10931.07,10925.57,10931,10:30:00,2018/1/15
18820,2018/1/15 10:40,10930.49,10930.49,10925.81,10930.21,10:40:00,2018/1/15
18830,2018/1/15 10:50,10928.95,10932.75,10928.46,10928.79,10:50:00,2018/1/15
18840,2018/1/15 11:00,10926.97,10928.66,10922.16,10923.41,11:00:00,2018/1/15
18850,2018/1/15 11:10,10926.86,10932.7,10926.86,10927.09,11:10:00,2018/1/15
18860,2018/1/15 11:20,10924.45,10930.6,10921.04,10923.29,11:20:00,2018/1/15
18870,2018/1/15 11:30,10929.14,10929.14,10923.2,10928.82,11:30:00,2018/1/15
18880,2018/1/15 11:40,10926.19,10927.97,10920.93,10920.93,11:40:00,2018/1/15
18890,2018/1/15 11:50,10921.77,10923.31,10915.6,10916.63,11:50:00,2018/1/15
18900,2018/1/15 12:00,10925.02,10926.03,10917.39,10921.81,12:00:00,2018/1/15
18910,2018/1/15 12:10,10927.45,10927.59,10921.68,10926.15,12:10:00,2018/1/15
18920,2018/1/15 12:20,10925.16,10928.07,10923.9,10927.78,12:20:00,2018/1/15
18930,2018/1/15 12:30,10932.04,10932.09,10928.2,10930.3,12:30:00,2018/1/15
18940,2018/1/15 12:40,10930.3,10933.31,10927.45,10927.45,12:40:00,2018/1/15
18950,2018/1/15 12:50,10934.08,10937.05,10930.73,10935.42,12:50:00,2018/1/15
18960,2018/1/15 13:00,10933.52,10933.93,10929.23,10933.45,13:00:00,2018/1/15
18970,2018/1/15 13:10,10933.81,10935.78,10931.19,10934.2,13:10:00,2018/1/15
18980,2018/1/15 13:20,10942.86,10943.76,10936.92,10936.92,13:20:00,2018/1/15
18990,2018/1/15 13:30,10956.31,10956.31,10956.31,10956.31,13:30:00,2018/1/15
20160,2018/1/16 09:00,10955.81,10955.81,10945.52,10946.85,09:00:00,2018/1/16
20170,2018/1/16 09:10,10941.98,10942.12,10938.77,10939.25,09:10:00,2018/1/16
20180,2018/1/16 09:20,10942.34,10943.54,10939.3,10942.35,09:20:00,2018/1/16
20190,2018/1/16 09:30,10930.68,10934,10925.54,10927.45,09:30:00,2018/1/16
20200,2018/1/16 09:40,10928.98,10928.98,10926.63,10928.53,09:40:00,2018/1/16
20210,2018/1/16 09:50,10925.9,10930.47,10925.9,10927.18,09:50:00,2018/1/16
20220,2018/1/16 10:00,10929.69,10933.19,10925.45,10932.08,10:00:00,2018/1/16
20230,2018/1/16 10:10,10945.87,10945.87,10940.21,10945.53,10:10:00,2018/1/16
20240,2018/1/16 10:20,10944.44,10947.49,10938.96,10938.96,10:20:00,2018/1/16
20250,2018/1/16 10:30,10946.38,10948.07,10944.77,10944.77,10:30:00,2018/1/16
20260,2018/1/16 10:40,10950.85,10952.14,10948.09,10951.62,10:40:00,2018/1/16
20270,2018/1/16 10:50,10952.57,10953.53,10947.12,10952.46,10:50:00,2018/1/16
20280,2018/1/16 11:00,10954.61,10960.54,10952.24,10953.8,11:00:00,2018/1/16
20290,2018/1/16 11:10,10963.86,10964.52,10957.21,10961.54,11:10:00,2018/1/16
20300,2018/1/16 11:20,10961.8,10968.14,10958.25,10958.25,11:20:00,2018/1/16
20310,2018/1/16 11:30,10960.9,10967.34,10957.96,10961.24,11:30:00,2018/1/16
20320,2018/1/16 11:40,10960.91,10965.23,10959.93,10960.55,11:40:00,2018/1/16
20330,2018/1/16 11:50,10962.75,10966.53,10958.76,10959.88,11:50:00,2018/1/16
