,datetime,o,h,l,c,time,date
2331,2019-04-09 12:00:00,10832.64,10835.35,10817.71,10827.51,12:00:00,2019-04-09
2332,2019-04-09 13:00:00,10825.9,10851.6,10825.81,10851.6,13:00:00,2019-04-09
2352,2019-04-10 09:00:00,10839.93,10847.91,10816.47,10827.78,09:00:00,2019-04-10
2353,2019-04-10 10:00:00,10827.72,10833.47,10815.61,10823.71,10:00:00,2019-04-10
2354,2019-04-10 11:00:00,10824.86,10835.82,10819.38,10829.85,11:00:00,2019-04-10
2355,2019-04-10 12:00:00,10828.3,10849.29,10825.41,10847.94,12:00:00,2019-04-10
2356,2019-04-10 13:00:00,10846.78,10875.65,10846.62,10868.14,13:00:00,2019-04-10
2376,2019-04-11 09:00:00,10869.24,10887.12,10850.98,10857.44,09:00:00,2019-04-11
2377,2019-04-11 10:00:00,10856.81,10865.04,10837.93,10843.23,10:00:00,2019-04-11
2378,2019-04-11 11:00:00,10843.36,10845.72,10797.76,10805.86,11:00:00,2019-04-11
2379,2019-04-11 12:00:00,10806.81,10822.9,10799.74,10813.38,12:00:00,2019-04-11
2380,2019-04-11 13:00:00,10812.75,10822.43,10801.32,10808.77,13:00:00,2019-04-11
2400,2019-04-12 09:00:00,10820.94,10836.44,10797.5,10819.13,09:00:00,2019-04-12
2401,2019-04-12 10:00:00,10815.21,10826.9,10794.79,10794.79,10:00:00,2019-04-12
2402,2019-04-12 11:00:00,10797.37,10804.02,10782.02,10791.64,11:00:00,2019-04-12
2403,2019-04-12 12:00:00,10787.57,10798.93,10784.3,10788.11,12:00:00,2019-04-12
2404,2019-04-12 13:00:00,10788.02,10805.48,10785.4,10805.3,13:00:00,2019-04-12
2472,2019-04-15 09:00:00,10849.84,10882.71,10849.55,10878.85,09:00:00,2019-04-15
2473,2019-04-15 10:00:00,10874.87,10897.21,10874.87,10881.14,10:00:00,2019-04-15
2474,2019-04-15 11:00:00,10885.96,10887.92,10870.16,10879.13,11:00:00,2019-04-15
2475,2019-04-15 12:00:00,10880.33,10883.82,10873.08,10873.49,12:00:00,2019-04-15
2476,2019-04-15 13:00:00,10874.23,10887.11,10871.74,10875.6,13:00:00,2019-04-15
2496,2019-04-16 09:00:00,10905.63,10915.51,10888.6,10891.86,09:00:00,2019-04-16
2497,2019-04-16 10:00:00,10890.94,10904.76,10876.34,10895.65,10:00:00,2019-04-16
2498,2019-04-16 11:00:00,10897.47,10914.11,10890.87,10897.87,11:00:00,2019-04-16
2499,2019-04-16 12:00:00,10897.14,10908.86,10892.15,10900.19,12:00:00,2019-04-16
2500,2019-04-16 13:00:00,10902.26,10927.85,10897.31,10927.85,13:00:00,2019-04-16
2520,2019-04-17 09:00:00,10961.61,10998.66,10961.61,10978.15,09:00:00,2019-04-17
2521,2019-04-17 10:00:00,10978.99,10988.4,10970.98,10982.35,10:00:00,2019-04-17
2522,2019-04-17 11:00:00,10982.2,10994.85,10970.76,10987.08,11:00:00,2019-04-17
2523,2019-04-17 12:00:00,10986.79,10993.31,10965.53,10978.62,12:00:00,2019-04-17
2524,2019-04-17 13:00:00,10978.42,11016.92,10978.42,10997.26,13:00:00,2019-04-17
2544,2019-04-18 09:00:00,11038.24,11077.99,11010.62,11013.05,09:00:00,2019-04-18
2545,2019-04-18 10:00:00,11013.09,11022.87,10992.23,11020.5,10:00:00,2019-04-18
2546,2019-04-18 11:00:00,11019.01,11022.75,10995.75,11000.69,11:00:00,2019-04-18
2547,2019-04-18 12:00:00,10995.78,11003.54,10949.67,10949.67,12:00:00,2019-04-18
2548,2019-04-18 13:00:00,10949.7,10962.02,10926.85,10962.02,13:00:00,2019-04-18
2568,2019-04-19 09:00:00,11017.69,11045.08,11008.94,11008.97,09:00:00,2019-04-19
2569,2019-04-19 10:00:00,11008.85,11010.0,10968.63,10969.84,10:00:00,2019-04-19
2570,2019-04-19 11:00:00,10970.82,10985.89,10955.23,10966.37,11:00:00,2019-04-19
2571,2019-04-19 12:00:00,10966.27,10973.53,10953.61,10961.42,12:00:00,2019-04-19
2572,2019-04-19 13:00:00,10961.3,10969.0,10950.43,10968.5,13:00:00,2019-04-19
2640,2019-04-22 09:00:00,10994.52,11027.49,10994.52,11012.03,09:00:00,2019-04-22
2641,2019-04-22 10:00:00,11012.65,11014.95,10996.2,11000.73,10:00:00,2019-04-22
2642,2019-04-22 11:00:00,10999.73,11003.17,10976.93,10977.98,11:00:00,2019-04-22
2643,2019-04-22 12:00:00,10978.29,10990.37,10974.82,10977.54,12:00:00,2019-04-22
2644,2019-04-22 13:00:00,10982.12,10987.71,10975.13,10987.71,13:00:00,2019-04-22
2664,2019-04-23 09:00:00,10994.28,11011.52,10949.3,10989.04,09:00:00,2019-04-23
2665,2019-04-23 10:00:00,10989.08,10996.05,10970.33,10978.03,10:00:00,2019-04-23
2666,2019-04-23 11:00:00,10977.03,11008.91,10968.36,11004.48,11:00:00,2019-04-23
2667,2019-04-23 12:00:00,11004.53,11010.99,10991.9,10999.28,12:00:00,2019-04-23
2668,2019-04-23 13:00:00,10995.32,11025.68,10993.3,11025.68,13:00:00,2019-04-23
2688,2019-04-24 09:00:00,11054.02,11070.85,11037.51,11040.33,09:00:00,2019-04-24
2689,2019-04-24 10:00:00,11040.95,11045.95,11030.95,11038.11,10:00:00,2019-04-24
2690,2019-04-24 11:00:00,11033.08,11043.18,11019.03,11021.73,11:00:00,2019-04-24
2691,2019-04-24 12:00:00,11021.72,11025.85,11004.35,11010.39,12:00:00,2019-04-24
2692,2019-04-24 13:00:00,11010.81,11027.64,10995.83,11027.64,13:00:00,2019-04-24
2712,2019-04-25 09:00:00,11017.73,11039.28,11006.68,11033.71,09:00:00,2019-04-25
2713,2019-04-25 10:00:00,11033.66,11045.18,11021.72,11029.72,10:00:00,2019-04-25
2714,2019-04-25 11:00:00,11034.26,11041.18,11021.85,11038.44,11:00:00,2019-04-25
2715,2019-04-25 12:00:00,11038.16,11046.09,11028.3,11033.11,12:00:00,2019-04-25
2716,2019-04-25 13:00:00,11037.16,11046.77,11025.11,11039.86,13:00:00,2019-04-25
2736,2019-04-26 09:00:00,10986.53,10986.53,10932.95,10938.08,09:00:00,2019-04-26
2737,2019-04-26 10:00:00,10937.87,10955.24,10934.92,10944.01,10:00:00,2019-04-26
2738,2019-04-26 11:00:00,10944.12,10949.6,10906.44,10917.57,11:00:00,2019-04-26
2739,2019-04-26 12:00:00,10916.46,10930.6,10907.6,10922.92,12:00:00,2019-04-26
2740,2019-04-26 13:00:00,10924.19,10952.47,10919.36,10952.47,13:00:00,2019-04-26
2808,2019-04-29 09:00:00,10952.91,10992.55,10905.78,10906.9,09:00:00,2019-04-29
2809,2019-04-29 10:00:00,10907.55,10942.34,10907.23,10928.94,10:00:00,2019-04-29
2810,2019-04-29 11:00:00,10933.2,10949.86,10926.05,10941.21,11:00:00,2019-04-29
2811,2019-04-29 12:00:00,10939.7,10949.69,10925.68,10944.5,12:00:00,2019-04-29
2812,2019-04-29 13:00:00,10942.18,10951.61,10919.18,10939.06,13:00:00,2019-04-29
2832,2019-04-30 09:00:00,10945.94,10951.17,10912.59,10914.99,09:00:00,2019-04-30
2833,2019-04-30 10:00:00,10921.56,10959.74,10910.78,10946.48,10:00:00,2019-04-30
2834,2019-04-30 11:00:00,10946.71,10951.66,10932.81,10945.76,11:00:00,2019-04-30
2835,2019-04-30 12:00:00,10946.0,10950.53,10933.09,10947.74,12:00:00,2019-04-30
2836,2019-04-30 13:00:00,10942.6,10978.1,10937.9,10967.73,13:00:00,2019-04-30
2880,2019-05-02 09:00:00,10992.76,11046.64,10992.76,11010.91,09:00:00,2019-05-02
2881,2019-05-02 10:00:00,11011.07,11016.5,10991.83,10998.52,10:00:00,2019-05-02
2882,2019-05-02 11:00:00,10999.77,11011.48,10992.38,11004.55,11:00:00,2019-05-02
2883,2019-05-02 12:00:00,11006.2,11016.13,10998.63,11014.38,12:00:00,2019-05-02
2884,2019-05-02 13:00:00,11008.91,11011.81,10988.7,11004.49,13:00:00,2019-05-02
2904,2019-05-03 09:00:00,11037.99,11050.57,11018.86,11030.85,09:00:00,2019-05-03
2905,2019-05-03 10:00:00,11030.78,11060.45,11029.53,11056.2,10:00:00,2019-05-03
2906,2019-05-03 11:00:00,11057.25,11081.33,11051.54,11074.47,11:00:00,2019-05-03
2907,2019-05-03 12:00:00,11074.81,11089.84,11071.84,11077.76,12:00:00,2019-05-03
2908,2019-05-03 13:00:00,11078.57,11097.0,11077.34,11096.3,13:00:00,2019-05-03
2976,2019-05-06 09:00:00,11005.36,11005.36,10903.86,10928.78,09:00:00,2019-05-06
2977,2019-05-06 10:00:00,10924.65,10938.73,10870.4,10877.29,10:00:00,2019-05-06
2978,2019-05-06 11:00:00,10879.21,10901.67,10872.98,10885.82,11:00:00,2019-05-06
2979,2019-05-06 12:00:00,10885.22,10905.15,10878.97,10896.82,12:00:00,2019-05-06
2980,2019-05-06 13:00:00,10901.21,10901.99,10883.87,10897.12,13:00:00,2019-05-06
3000,2019-05-07 09:00:00,10913.95,10981.97,10913.95,10972.45,09:00:00,2019-05-07
3001,2019-05-07 10:00:00,10972.07,10993.94,10968.7,10990.29,10:00:00,2019-05-07
3002,2019-05-07 11:00:00,10988.48,11004.76,10985.31,10990.18,11:00:00,2019-05-07
3003,2019-05-07 12:00:00,10988.61,10995.42,10980.23,10989.82,12:00:00,2019-05-07
3004,2019-05-07 13:00:00,10989.69,10993.19,10979.34,10987.14,13:00:00,2019-05-07
3024,2019-05-08 09:00:00,10938.47,10938.47,10867.06,10923.35,09:00:00,2019-05-08
3025,2019-05-08 10:00:00,10927.64,10940.9,10907.26,10936.91,10:00:00,2019-05-08
3026,2019-05-08 11:00:00,10933.71,10942.33,10918.81,10919.64,11:00:00,2019-05-08
3027,2019-05-08 12:00:00,10919.86,10927.75,10909.31,10916.33,12:00:00,2019-05-08
3028,2019-05-08 13:00:00,10914.63,10946.82,10914.63,10923.71,13:00:00,2019-05-08
3048,2019-05-09 09:00:00,10910.47,10910.47,10806.29,10812.91,09:00:00,2019-05-09
3049,2019-05-09 10:00:00,10813.26,10818.17,10765.93,10792.95,10:00:00,2019-05-09
3050,2019-05-09 11:00:00,10793.13,10795.09,10761.64,10772.14,11:00:00,2019-05-09
3051,2019-05-09 12:00:00,10770.96,10773.69,10737.09,10739.14,12:00:00,2019-05-09
3052,2019-05-09 13:00:00,10744.3,10772.77,10732.97,10733.67,13:00:00,2019-05-09
3072,2019-05-10 09:00:00,10751.55,10834.69,10751.55,10828.3,09:00:00,2019-05-10
3073,2019-05-10 10:00:00,10828.05,10832.43,10751.86,10751.86,10:00:00,2019-05-10
3074,2019-05-10 11:00:00,10750.34,10758.07,10697.08,10733.52,11:00:00,2019-05-10
3075,2019-05-10 12:00:00,10735.93,10739.82,10669.39,10702.35,12:00:00,2019-05-10
3076,2019-05-10 13:00:00,10702.99,10741.89,10690.6,10712.99,13:00:00,2019-05-10
3144,2019-05-13 09:00:00,10684.04,10693.44,10630.32,10640.61,09:00:00,2019-05-13
3145,2019-05-13 10:00:00,10641.47,10648.4,10595.65,10619.05,10:00:00,2019-05-13
3146,2019-05-13 11:00:00,10621.2,10626.47,10583.22,10583.62,11:00:00,2019-05-13
3147,2019-05-13 12:00:00,10583.61,10589.12,10557.35,10580.26,12:00:00,2019-05-13
3148,2019-05-13 13:00:00,10576.46,10576.46,10549.06,10558.29,13:00:00,2019-05-13
3168,2019-05-14 09:00:00,10480.21,10516.2,10363.02,10501.99,09:00:00,2019-05-14
3169,2019-05-14 10:00:00,10500.27,10544.97,10496.66,10509.93,10:00:00,2019-05-14
3170,2019-05-14 11:00:00,10510.09,10542.43,10504.95,10538.03,11:00:00,2019-05-14
3171,2019-05-14 12:00:00,10539.19,10540.26,10517.83,10523.01,12:00:00,2019-05-14
3172,2019-05-14 13:00:00,10522.63,10535.21,10507.12,10519.25,13:00:00,2019-05-14
3192,2019-05-15 09:00:00,10535.24,10600.73,10535.24,10592.45,09:00:00,2019-05-15
3193,2019-05-15 10:00:00,10590.35,10608.86,10581.28,10600.47,10:00:00,2019-05-15
3194,2019-05-15 11:00:00,10595.63,10605.39,10591.13,10602.05,11:00:00,2019-05-15
3195,2019-05-15 12:00:00,10601.66,10612.5,10597.29,10604.19,12:00:00,2019-05-15
3196,2019-05-15 13:00:00,10603.6,10603.6,10560.71,10560.71,13:00:00,2019-05-15
3216,2019-05-16 09:00:00,10556.58,10573.93,10505.69,10556.38,09:00:00,2019-05-16
3217,2019-05-16 10:00:00,10553.97,10570.07,10533.55,10563.69,10:00:00,2019-05-16
3218,2019-05-16 11:00:00,10568.06,10570.79,10548.47,10559.77,11:00:00,2019-05-16
3219,2019-05-16 12:00:00,10559.79,10562.24,10512.7,10516.27,12:00:00,2019-05-16
3220,2019-05-16 13:00:00,10511.65,10516.08,10474.61,10474.61,13:00:00,2019-05-16
3240,2019-05-17 09:00:00,10508.56,10564.97,10480.76,10516.35,09:00:00,2019-05-17
3241,2019-05-17 10:00:00,10511.66,10523.62,10446.81,10446.81,10:00:00,2019-05-17
3242,2019-05-17 11:00:00,10447.02,10453.6,10413.43,10434.54,11:00:00,2019-05-17
3243,2019-05-17 12:00:00,10435.02,10439.13,10392.7,10413.55,12:00:00,2019-05-17
3244,2019-05-17 13:00:00,10412.83,10420.55,10384.11,10384.11,13:00:00,2019-05-17
3312,2019-05-20 09:00:00,10405.36,10465.84,10405.36,10416.24,09:00:00,2019-05-20
3313,2019-05-20 10:00:00,10416.96,10447.36,10389.08,10436.33,10:00:00,2019-05-20
3314,2019-05-20 11:00:00,10430.45,10435.56,10392.11,10399.73,11:00:00,2019-05-20
3315,2019-05-20 12:00:00,10399.93,10415.96,10385.18,10404.52,12:00:00,2019-05-20
3316,2019-05-20 13:00:00,10408.33,10408.33,10387.0,10398.41,13:00:00,2019-05-20
3336,2019-05-21 09:00:00,10362.35,10409.29,10342.32,10398.9,09:00:00,2019-05-21
3337,2019-05-21 10:00:00,10404.33,10453.49,10378.92,10450.82,10:00:00,2019-05-21
3338,2019-05-21 11:00:00,10451.66,10473.15,10440.57,10466.08,11:00:00,2019-05-21
3339,2019-05-21 12:00:00,10461.97,10477.1,10458.03,10471.85,12:00:00,2019-05-21
3340,2019-05-21 13:00:00,10471.23,10477.2,10459.51,10464.5,13:00:00,2019-05-21
3360,2019-05-22 09:00:00,10481.1,10520.62,10460.71,10495.64,09:00:00,2019-05-22
3361,2019-05-22 10:00:00,10495.75,10509.23,10475.18,10488.2,10:00:00,2019-05-22
3362,2019-05-22 11:00:00,10487.15,10498.51,10478.11,10493.61,11:00:00,2019-05-22
3363,2019-05-22 12:00:00,10494.56,10498.6,10462.32,10468.39,12:00:00,2019-05-22
3364,2019-05-22 13:00:00,10469.21,10491.03,10453.5,10457.22,13:00:00,2019-05-22
3384,2019-05-23 09:00:00,10404.0,10404.0,10304.26,10325.05,09:00:00,2019-05-23
3385,2019-05-23 10:00:00,10326.42,10332.29,10299.58,10306.6,10:00:00,2019-05-23
3386,2019-05-23 11:00:00,10308.75,10309.76,10289.69,10298.3,11:00:00,2019-05-23
3387,2019-05-23 12:00:00,10301.31,10320.88,10291.37,10318.0,12:00:00,2019-05-23
3388,2019-05-23 13:00:00,10316.04,10321.21,10304.09,10308.37,13:00:00,2019-05-23
3408,2019-05-24 09:00:00,10313.15,10370.97,10308.59,10358.62,09:00:00,2019-05-24
