,datetime,o,h,l,c,time,date
7350,2019/1/7 11:30,9569.04,9575.59,9566.05,9575.59,11:30:00,2019/1/7
7380,2019/1/7 12:00,9568.73,9571.7,9566.55,9568.86,12:00:00,2019/1/7
7410,2019/1/7 12:30,9576.52,9581.89,9573.74,9575.74,12:30:00,2019/1/7
7440,2019/1/7 13:00,9582.14,9587.09,9581.02,9583,13:00:00,2019/1/7
7470,2019/1/7 13:30,9590.3,9590.3,9590.3,9590.3,13:30:00,2019/1/7
8640,2019/1/8 09:00,9591.56,9600.94,9590.66,9590.66,09:00:00,2019/1/8
8670,2019/1/8 09:30,9569.19,9569.55,9562.92,9568.21,09:30:00,2019/1/8
8700,2019/1/8 10:00,9558.26,9560.42,9558.24,9560.09,10:00:00,2019/1/8
8730,2019/1/8 10:30,9564.11,9568.09,9561.03,9561.03,10:30:00,2019/1/8
8760,2019/1/8 11:00,9573.89,9576.69,9568.6,9574.09,11:00:00,2019/1/8
8790,2019/1/8 11:30,9572.96,9577.89,9570.67,9572.56,11:30:00,2019/1/8
8820,2019/1/8 12:00,9559.85,9565.05,9558.07,9558.46,12:00:00,2019/1/8
8850,2019/1/8 12:30,9555.88,9562.93,9555.88,9560.68,12:30:00,2019/1/8
8880,2019/1/8 13:00,9566.47,9573.96,9562.25,9567.8,13:00:00,2019/1/8
8910,2019/1/8 13:30,9563.6,9563.6,9563.6,9563.6,13:30:00,2019/1/8
10080,2019/1/9 09:00,9584.63,9606.3,9584.63,9606.3,09:00:00,2019/1/9
10110,2019/1/9 09:30,9660.39,9660.39,9654.33,9656.5,09:30:00,2019/1/9
10140,2019/1/9 10:00,9695.95,9695.95,9685.02,9690.54,10:00:00,2019/1/9
10170,2019/1/9 10:30,9710.29,9712.14,9703.61,9712.14,10:30:00,2019/1/9
10200,2019/1/9 11:00,9727.64,9732.23,9725.17,9727.89,11:00:00,2019/1/9
10230,2019/1/9 11:30,9721.26,9724.41,9719.23,9724.2,11:30:00,2019/1/9
10260,2019/1/9 12:00,9723.63,9729.43,9721.6,9728.65,12:00:00,2019/1/9
10290,2019/1/9 12:30,9729.06,9734.75,9727.72,9727.72,12:30:00,2019/1/9
10320,2019/1/9 13:00,9724.96,9736.3,9724.96,9735.9,13:00:00,2019/1/9
10350,2019/1/9 13:30,9738.31,9738.31,9738.31,9738.31,13:30:00,2019/1/9
11520,2019/1/10 09:00,9731.11,9731.11,9712.72,9712.72,09:00:00,2019/1/10
11550,2019/1/10 09:30,9706.04,9712.47,9706.04,9712.12,09:30:00,2019/1/10
11580,2019/1/10 10:00,9701.47,9706.56,9700.4,9700.4,10:00:00,2019/1/10
11610,2019/1/10 10:30,9711.6,9712.46,9707.15,9707.15,10:30:00,2019/1/10
11640,2019/1/10 11:00,9701.74,9701.74,9693.98,9694.71,11:00:00,2019/1/10
11670,2019/1/10 11:30,9692.53,9695.98,9690.39,9694.93,11:30:00,2019/1/10
11700,2019/1/10 12:00,9704.07,9706.79,9701.49,9703.79,12:00:00,2019/1/10
11730,2019/1/10 12:30,9711.54,9711.93,9704.95,9708.69,12:30:00,2019/1/10
11760,2019/1/10 13:00,9699.1,9701.7,9696.6,9700.38,13:00:00,2019/1/10
11790,2019/1/10 13:30,9720.69,9720.69,9720.69,9720.69,13:30:00,2019/1/10
12960,2019/1/11 09:00,9753.63,9773.34,9753.63,9773.34,09:00:00,2019/1/11
12990,2019/1/11 09:30,9747.16,9748.24,9743.56,9745.21,09:30:00,2019/1/11
13020,2019/1/11 10:00,9776.85,9778.66,9776.63,9776.63,10:00:00,2019/1/11
13050,2019/1/11 10:30,9763.69,9767.78,9763.69,9767.78,10:30:00,2019/1/11
13080,2019/1/11 11:00,9771.47,9772.91,9762.88,9769.93,11:00:00,2019/1/11
13110,2019/1/11 11:30,9757.21,9763.36,9757.21,9758.89,11:30:00,2019/1/11
13140,2019/1/11 12:00,9758.5,9759.92,9754.58,9754.58,12:00:00,2019/1/11
13170,2019/1/11 12:30,9758.02,9759.16,9753.78,9755.38,12:30:00,2019/1/11
13200,2019/1/11 13:00,9741.57,9746.5,9740.98,9741.74,13:00:00,2019/1/11
13230,2019/1/11 13:30,9759.4,9759.4,9759.4,9759.4,13:30:00,2019/1/11
17280,2019/1/14 09:00,9737.67,9747.41,9737.67,9747.41,09:00:00,2019/1/14
17310,2019/1/14 09:30,9739.69,9745.79,9739.22,9744.84,09:30:00,2019/1/14
17340,2019/1/14 10:00,9727.96,9732.22,9727.69,9730.57,10:00:00,2019/1/14
17370,2019/1/14 10:30,9714.57,9719.32,9714.57,9719.32,10:30:00,2019/1/14
17400,2019/1/14 11:00,9701.47,9702.22,9698.35,9699.01,11:00:00,2019/1/14
17430,2019/1/14 11:30,9687.16,9688.03,9682.56,9685.13,11:30:00,2019/1/14
17460,2019/1/14 12:00,9682.79,9685.02,9681.99,9682.5,12:00:00,2019/1/14
17490,2019/1/14 12:30,9687.3,9692.7,9687.14,9692.7,12:30:00,2019/1/14
17520,2019/1/14 13:00,9692.55,9693.93,9691.63,9692.36,13:00:00,2019/1/14
17550,2019/1/14 13:30,9708.22,9708.22,9708.22,9708.22,13:30:00,2019/1/14
57600,2019/2/11 09:00,10029.84,10061.65,10029.84,10059.84,09:00:00,2019/2/11
57630,2019/2/11 09:30,10007.46,10010.58,10005.2,10008.75,09:30:00,2019/2/11
57660,2019/2/11 10:00,10001.31,10004.3,9998.69,10000.61,10:00:00,2019/2/11
57690,2019/2/11 10:30,9996.93,10003.41,9996.35,9996.35,10:30:00,2019/2/11
57720,2019/2/11 11:00,10035.49,10036.46,10028.21,10028.21,11:00:00,2019/2/11
57750,2019/2/11 11:30,10032.47,10033.02,10025.41,10025.41,11:30:00,2019/2/11
57780,2019/2/11 12:00,10021.76,10025,10019.56,10020.41,12:00:00,2019/2/11
57810,2019/2/11 12:30,10028.47,10028.47,10020.64,10026.64,12:30:00,2019/2/11
57840,2019/2/11 13:00,10020.33,10021.56,10014.92,10014.92,13:00:00,2019/2/11
57870,2019/2/11 13:30,10004.25,10004.25,10004.25,10004.25,13:30:00,2019/2/11
59040,2019/2/12 09:00,10032.08,10044.89,10032.08,10044.77,09:00:00,2019/2/12
59070,2019/2/12 09:30,10055.54,10056.7,10046.98,10055.69,09:30:00,2019/2/12
59100,2019/2/12 10:00,10062.91,10066.67,10058.97,10066.67,10:00:00,2019/2/12
59130,2019/2/12 10:30,10065.58,10069.59,10064.17,10066.23,10:30:00,2019/2/12
59160,2019/2/12 11:00,10066.05,10071.36,10063.49,10068.76,11:00:00,2019/2/12
59190,2019/2/12 11:30,10078.27,10084.13,10077.82,10080.24,11:30:00,2019/2/12
59220,2019/2/12 12:00,10081.8,10085.5,10079.31,10085.5,12:00:00,2019/2/12
59250,2019/2/12 12:30,10086.29,10092.43,10083.43,10089,12:30:00,2019/2/12
59280,2019/2/12 13:00,10094.95,10094.95,10088.74,10089.09,13:00:00,2019/2/12
59310,2019/2/12 13:30,10097.74,10097.74,10097.74,10097.74,13:30:00,2019/2/12
60480,2019/2/13 09:00,10123.61,10133.52,10123.61,10132.33,09:00:00,2019/2/13
60510,2019/2/13 09:30,10094.04,10096.12,10092.44,10095.08,09:30:00,2019/2/13
60540,2019/2/13 10:00,10097.37,10103.89,10096.76,10103.89,10:00:00,2019/2/13
60570,2019/2/13 10:30,10083.54,10089.39,10082.48,10082.89,10:30:00,2019/2/13
60600,2019/2/13 11:00,10079.25,10082.55,10077.06,10082.55,11:00:00,2019/2/13
60630,2019/2/13 11:30,10098.15,10100.27,10094.37,10095.6,11:30:00,2019/2/13
60660,2019/2/13 12:00,10089.57,10094.51,10087.74,10089.11,12:00:00,2019/2/13
60690,2019/2/13 12:30,10084.9,10092.69,10083.27,10088.35,12:30:00,2019/2/13
60720,2019/2/13 13:00,10092.69,10095.42,10088.05,10093.17,13:00:00,2019/2/13
60750,2019/2/13 13:30,10090.58,10090.58,10090.58,10090.58,13:30:00,2019/2/13
61920,2019/2/14 09:00,10095.99,10095.99,10086.74,10091.7,09:00:00,2019/2/14
61950,2019/2/14 09:30,10121.59,10122.92,10118.97,10122.32,09:30:00,2019/2/14
61980,2019/2/14 10:00,10122.39,10127.11,10121.25,10123.82,10:00:00,2019/2/14
62010,2019/2/14 10:30,10113.12,10119.32,10113.12,10116.9,10:30:00,2019/2/14
62040,2019/2/14 11:00,10109.28,10114.62,10105.77,10111.8,11:00:00,2019/2/14
62070,2019/2/14 11:30,10118.81,10119.07,10111.79,10114.65,11:30:00,2019/2/14
62100,2019/2/14 12:00,10116.68,10123.26,10116.08,10116.08,12:00:00,2019/2/14
62130,2019/2/14 12:30,10108.06,10109.5,10105.33,10109.5,12:30:00,2019/2/14
62160,2019/2/14 13:00,10092.14,10093.23,10089.3,10093.2,13:00:00,2019/2/14
62190,2019/2/14 13:30,10089.01,10089.01,10089.01,10089.01,13:30:00,2019/2/14
63360,2019/2/15 09:00,10111.18,10114.12,10098.14,10114.12,09:00:00,2019/2/15
63390,2019/2/15 09:30,10130.43,10133.77,10127.16,10132.59,09:30:00,2019/2/15
63420,2019/2/15 10:00,10120.18,10121.01,10112.17,10114.83,10:00:00,2019/2/15
63450,2019/2/15 10:30,10081.27,10082.03,10075.78,10077.53,10:30:00,2019/2/15
63480,2019/2/15 11:00,10068.62,10071.08,10065.63,10066.78,11:00:00,2019/2/15
63510,2019/2/15 11:30,10075.89,10080.6,10074.09,10075.34,11:30:00,2019/2/15
63540,2019/2/15 12:00,10080.24,10083.08,10074.76,10077.02,12:00:00,2019/2/15
63570,2019/2/15 12:30,10082.96,10084.93,10077.68,10083.9,12:30:00,2019/2/15
63600,2019/2/15 13:00,10080.65,10082.31,10078.36,10078.39,13:00:00,2019/2/15
63630,2019/2/15 13:30,10064.78,10064.78,10064.78,10064.78,13:30:00,2019/2/15
67680,2019/2/18 09:00,10096.94,10136.68,10096.94,10134.99,09:00:00,2019/2/18
67710,2019/2/18 09:30,10133.03,10140.76,10133.03,10136.34,09:30:00,2019/2/18
67740,2019/2/18 10:00,10158.25,10158.25,10149.2,10156.39,10:00:00,2019/2/18
67770,2019/2/18 10:30,10161.09,10165.18,10159.58,10165.18,10:30:00,2019/2/18
67800,2019/2/18 11:00,10147.97,10151.25,10142.71,10145.42,11:00:00,2019/2/18
67830,2019/2/18 11:30,10152.13,10157.48,10151.33,10157.48,11:30:00,2019/2/18
67860,2019/2/18 12:00,10151.7,10151.7,10146.12,10148.29,12:00:00,2019/2/18
67890,2019/2/18 12:30,10145.09,10146.08,10140.07,10144.88,12:30:00,2019/2/18
67920,2019/2/18 13:00,10149.45,10149.65,10142.88,10148.89,13:00:00,2019/2/18
67950,2019/2/18 13:30,10145.28,10145.28,10145.28,10145.28,13:30:00,2019/2/18
69120,2019/2/19 09:00,10152.11,10161.23,10152.11,10158.94,09:00:00,2019/2/19
69150,2019/2/19 09:30,10166.62,10170.47,10165.91,10168.52,09:30:00,2019/2/19
69180,2019/2/19 10:00,10167.97,10171.65,10165.59,10168.08,10:00:00,2019/2/19
69210,2019/2/19 10:30,10169.56,10169.56,10161.94,10168.28,10:30:00,2019/2/19
69240,2019/2/19 11:00,10160.78,10165.1,10158.11,10159.05,11:00:00,2019/2/19
69270,2019/2/19 11:30,10162.39,10162.39,10157.36,10161.05,11:30:00,2019/2/19
69300,2019/2/19 12:00,10160.73,10166.28,10159.8,10161.08,12:00:00,2019/2/19
69330,2019/2/19 12:30,10157.89,10164.33,10157.03,10159.16,12:30:00,2019/2/19
69360,2019/2/19 13:00,10160.88,10167.54,10160.88,10162.63,13:00:00,2019/2/19
69390,2019/2/19 13:30,10152.26,10152.26,10152.26,10152.26,13:30:00,2019/2/19
70560,2019/2/20 09:00,10181.94,10209.98,10181.94,10207.96,09:00:00,2019/2/20
70590,2019/2/20 09:30,10240.51,10246.6,10240.51,10246.26,09:30:00,2019/2/20
70620,2019/2/20 10:00,10258.37,10260.93,10255.07,10255.3,10:00:00,2019/2/20
70650,2019/2/20 10:30,10241.37,10246.94,10240.38,10242.36,10:30:00,2019/2/20
70680,2019/2/20 11:00,10234.53,10239.25,10231.32,10231.32,11:00:00,2019/2/20
70710,2019/2/20 11:30,10236.61,10236.61,10230.27,10236.22,11:30:00,2019/2/20
70740,2019/2/20 12:00,10224.99,10228.61,10223.32,10223.32,12:00:00,2019/2/20
70770,2019/2/20 12:30,10233.32,10238.06,10231.6,10234.91,12:30:00,2019/2/20
70800,2019/2/20 13:00,10245.79,10252.05,10243.9,10250.4,13:00:00,2019/2/20
70830,2019/2/20 13:30,10272.46,10272.46,10272.46,10272.46,13:30:00,2019/2/20
72000,2019/2/21 09:00,10282.32,10289.39,10278.42,10289.3,09:00:00,2019/2/21
72030,2019/2/21 09:30,10266.32,10267.63,10262.06,10262.06,09:30:00,2019/2/21
72060,2019/2/21 10:00,10264.85,10266.85,10260.53,10266.5,10:00:00,2019/2/21
72090,2019/2/21 10:30,10269.68,10272.76,10269.68,10272.76,10:30:00,2019/2/21
72120,2019/2/21 11:00,10283.42,10283.89,10276.45,10276.76,11:00:00,2019/2/21
72150,2019/2/21 11:30,10270.24,10279.2,10270.24,10277.25,11:30:00,2019/2/21
72180,2019/2/21 12:00,10295.19,10296.33,10293.19,10295.02,12:00:00,2019/2/21
72210,2019/2/21 12:30,10299.44,10302.49,10298.27,10299.16,12:30:00,2019/2/21
72240,2019/2/21 13:00,10298.73,10300.13,10292.53,10295.63,13:00:00,2019/2/21
72270,2019/2/21 13:30,10319.53,10319.53,10319.53,10319.53,13:30:00,2019/2/21
73440,2019/2/22 09:00,10309.02,10309.02,10292.34,10293.25,09:00:00,2019/2/22
73470,2019/2/22 09:30,10280.66,10282.12,10278.65,10279.69,09:30:00,2019/2/22
73500,2019/2/22 10:00,10281.09,10282.3,10273.16,10282.3,10:00:00,2019/2/22
73530,2019/2/22 10:30,10287.26,10295.27,10287.26,10293.36,10:30:00,2019/2/22
73560,2019/2/22 11:00,10295.76,10299.05,10295.76,10297.17,11:00:00,2019/2/22
73590,2019/2/22 11:30,10291.18,10297.74,10289.9,10297.74,11:30:00,2019/2/22
73620,2019/2/22 12:00,10292.07,10299.58,10291.44,10293.33,12:00:00,2019/2/22
73650,2019/2/22 12:30,10293.49,10299.62,10292.34,10293.89,12:30:00,2019/2/22
73680,2019/2/22 13:00,10300.66,10304.22,10298.64,10302.98,13:00:00,2019/2/22
73710,2019/2/22 13:30,10322.92,10322.92,10322.92,10322.92,13:30:00,2019/2/22
77760,2019/2/25 09:00,10343.45,10364.23,10343.45,10359.38,09:00:00,2019/2/25
77790,2019/2/25 09:30,10372.09,10373.45,10369.78,10370.03,09:30:00,2019/2/25
77820,2019/2/25 10:00,10364.26,10364.26,10355.04,10356.23,10:00:00,2019/2/25
77850,2019/2/25 10:30,10367.6,10373.99,10367.6,10371.48,10:30:00,2019/2/25
77880,2019/2/25 11:00,10362.75,10365.06,10357.34,10358.2,11:00:00,2019/2/25
77910,2019/2/25 11:30,10360.66,10365.7,10359.66,10362.09,11:30:00,2019/2/25
77940,2019/2/25 12:00,10372.71,10376.05,10368.61,10374.49,12:00:00,2019/2/25
77970,2019/2/25 12:30,10363.64,10370.97,10363.64,10370.23,12:30:00,2019/2/25
78000,2019/2/25 13:00,10376.15,10381.56,10376.15,10377.54,13:00:00,2019/2/25
78030,2019/2/25 13:30,10390.93,10390.93,10390.93,10390.93,13:30:00,2019/2/25
79200,2019/2/26 09:00,10403.03,10405.32,10397.08,10398.52,09:00:00,2019/2/26
79230,2019/2/26 09:30,10391.31,10397.24,10390.88,10390.88,09:30:00,2019/2/26
79260,2019/2/26 10:00,10384.15,10388.93,10382.87,10386.51,10:00:00,2019/2/26
79290,2019/2/26 10:30,10387.38,10392,10384.01,10386.39,10:30:00,2019/2/26
79320,2019/2/26 11:00,10378.45,10378.7,10373.3,10375.42,11:00:00,2019/2/26
79350,2019/2/26 11:30,10379.47,10381.19,10377.54,10380.21,11:30:00,2019/2/26
79380,2019/2/26 12:00,10381.01,10388.81,10379.25,10386.08,12:00:00,2019/2/26
79410,2019/2/26 12:30,10380.93,10384.04,10378.29,10384.04,12:30:00,2019/2/26
79440,2019/2/26 13:00,10393.24,10395.78,10389.89,10393.48,13:00:00,2019/2/26
79470,2019/2/26 13:30,10391.55,10391.55,10391.55,10391.55,13:30:00,2019/2/26
102240,2019/3/14 09:00,10391.3,10402.7,10385.96,10401.87,09:00:00,2019/3/14
102270,2019/3/14 09:30,10388.18,10390.27,10384.56,10384.56,09:30:00,2019/3/14
102300,2019/3/14 10:00,10384.76,10388.11,10383.31,10385.36,10:00:00,2019/3/14
102330,2019/3/14 10:30,10387.17,10390.56,10381.84,10383.68,10:30:00,2019/3/14
102360,2019/3/14 11:00,10370.77,10376.03,10368.98,10369.81,11:00:00,2019/3/14
102390,2019/3/14 11:30,10367.66,10368,10359.3,10368,11:30:00,2019/3/14
102420,2019/3/14 12:00,10347.84,10352.65,10344.79,10348.87,12:00:00,2019/3/14
102450,2019/3/14 12:30,10345.03,10350.66,10345.03,10350.03,12:30:00,2019/3/14
102480,2019/3/14 13:00,10350.87,10355.51,10350.4,10355.51,13:00:00,2019/3/14
102510,2019/3/14 13:30,10348.65,10348.65,10348.65,10348.65,13:30:00,2019/3/14
103680,2019/3/15 09:00,10374.66,10379.61,10370,10378.38,09:00:00,2019/3/15
103710,2019/3/15 09:30,10385,10387.07,10380.45,10386.59,09:30:00,2019/3/15
103740,2019/3/15 10:00,10407.19,10409.18,10402.69,10409.18,10:00:00,2019/3/15
103770,2019/3/15 10:30,10405.69,10407.86,10404.31,10405.54,10:30:00,2019/3/15
103800,2019/3/15 11:00,10425.95,10426.46,10424.06,10424.72,11:00:00,2019/3/15
103830,2019/3/15 11:30,10423.83,10426.29,10419.39,10426.29,11:30:00,2019/3/15
103860,2019/3/15 12:00,10412.37,10421.29,10412.37,10418.75,12:00:00,2019/3/15
103890,2019/3/15 12:30,10416.09,10421.21,10412.88,10421.21,12:30:00,2019/3/15
103920,2019/3/15 13:00,10416.39,10422.14,10414.06,10414.61,13:00:00,2019/3/15
103950,2019/3/15 13:30,10439.24,10439.24,10439.24,10439.24,13:30:00,2019/3/15
131040,2019/4/3 09:00,10725.17,10738.24,10725.17,10733.35,09:00:00,2019/4/3
131070,2019/4/3 09:30,10703.2,10704.92,10699.26,10702.77,09:30:00,2019/4/3
131100,2019/4/3 10:00,10698.22,10698.83,10692.18,10695.69,10:00:00,2019/4/3
131130,2019/4/3 10:30,10706.16,10706.16,10698.17,10700.35,10:30:00,2019/4/3
131160,2019/4/3 11:00,10702.43,10709.35,10702.43,10703.94,11:00:00,2019/4/3
131190,2019/4/3 11:30,10702.99,10708.82,10702.99,10707.55,11:30:00,2019/4/3
131220,2019/4/3 12:00,10715.59,10721.02,10715.29,10715.69,12:00:00,2019/4/3
131250,2019/4/3 12:30,10715.63,10720.14,10713.21,10718.54,12:30:00,2019/4/3
131280,2019/4/3 13:00,10722.75,10726.4,10722.75,10725.09,13:00:00,2019/4/3
131310,2019/4/3 13:30,10704.38,10704.38,10704.38,10704.38,13:30:00,2019/4/3
138240,2019/4/8 09:00,10759.96,10793.94,10759.96,10791.79,09:00:00,2019/4/8
138270,2019/4/8 09:30,10789.63,10792.99,10784.99,10792.99,09:30:00,2019/4/8
138300,2019/4/8 10:00,10795.57,10795.57,10791.98,10792.01,10:00:00,2019/4/8
138330,2019/4/8 10:30,10786.99,10788.71,10780.05,10786.77,10:30:00,2019/4/8
138360,2019/4/8 11:00,10791.54,10794.2,10790.08,10791.03,11:00:00,2019/4/8
138390,2019/4/8 11:30,10798.4,10804.81,10797.56,10798.59,11:30:00,2019/4/8
138420,2019/4/8 12:00,10797.65,10805.33,10797.65,10802.55,12:00:00,2019/4/8
138450,2019/4/8 12:30,10796.26,10797.93,10790.34,10790.63,12:30:00,2019/4/8
138480,2019/4/8 13:00,10791.88,10792.82,10785.7,10789.68,13:00:00,2019/4/8
138510,2019/4/8 13:30,10800.57,10800.57,10800.57,10800.57,13:30:00,2019/4/8
139680,2019/4/9 09:00,10805.39,10815.1,10805.39,10810.4,09:00:00,2019/4/9
139710,2019/4/9 09:30,10809.51,10816.47,10809.51,10815,09:30:00,2019/4/9
139740,2019/4/9 10:00,10807.51,10810.24,10802.22,10803.83,10:00:00,2019/4/9
139770,2019/4/9 10:30,10813.04,10817.74,10809.42,10812.73,10:30:00,2019/4/9
139800,2019/4/9 11:00,10825.11,10829.36,10820.77,10828.09,11:00:00,2019/4/9
139830,2019/4/9 11:30,10829.42,10835.4,10829.42,10830.22,11:30:00,2019/4/9
139860,2019/4/9 12:00,10832.64,10834.48,10828.02,10828.02,12:00:00,2019/4/9
139890,2019/4/9 12:30,10826.94,10827.26,10821.61,10821.61,12:30:00,2019/4/9
139920,2019/4/9 13:00,10825.9,10832.63,10825.81,10827.53,13:00:00,2019/4/9
139950,2019/4/9 13:30,10851.6,10851.6,10851.6,10851.6,13:30:00,2019/4/9
141120,2019/4/10 09:00,10839.93,10839.93,10826.71,10832.6,09:00:00,2019/4/10
141150,2019/4/10 09:30,10837.56,10838.79,10833.59,10834.53,09:30:00,2019/4/10
141180,2019/4/10 10:00,10827.72,10827.83,10822.58,10822.97,10:00:00,2019/4/10
141210,2019/4/10 10:30,10828.97,10831.32,10826.45,10829.67,10:30:00,2019/4/10
141240,2019/4/10 11:00,10824.86,10826.9,10824.86,10825.88,11:00:00,2019/4/10
141270,2019/4/10 11:30,10825.96,10829.42,10825.96,10829.42,11:30:00,2019/4/10
141300,2019/4/10 12:00,10828.3,10836.12,10827.51,10836.12,12:00:00,2019/4/10
141330,2019/4/10 12:30,10829.64,10834.78,10829.43,10829.43,12:30:00,2019/4/10
141360,2019/4/10 13:00,10846.78,10851.65,10846.62,10850.86,13:00:00,2019/4/10
141390,2019/4/10 13:30,10868.14,10868.14,10868.14,10868.14,13:30:00,2019/4/10
142560,2019/4/11 09:00,10869.24,10875.88,10869.24,10875.06,09:00:00,2019/4/11
142590,2019/4/11 09:30,10883.18,10883.69,10877.8,10881.63,09:30:00,2019/4/11
142620,2019/4/11 10:00,10856.81,10858.93,10856.11,10856.91,10:00:00,2019/4/11
142650,2019/4/11 10:30,10857.47,10857.47,10850.47,10850.47,10:30:00,2019/4/11
142680,2019/4/11 11:00,10843.36,10844.49,10836.79,10837.97,11:00:00,2019/4/11
142710,2019/4/11 11:30,10818.13,10818.74,10812.13,10818.74,11:30:00,2019/4/11
142740,2019/4/11 12:00,10806.81,10808.11,10803.67,10803.67,12:00:00,2019/4/11
142770,2019/4/11 12:30,10809.58,10813.41,10809.24,10811.04,12:30:00,2019/4/11
142800,2019/4/11 13:00,10812.75,10815.71,10809.06,10813.38,13:00:00,2019/4/11
142830,2019/4/11 13:30,10808.77,10808.77,10808.77,10808.77,13:30:00,2019/4/11
144000,2019/4/12 09:00,10820.94,10836.44,10820.94,10835.51,09:00:00,2019/4/12
144030,2019/4/12 09:30,10807.39,10811.08,10803.86,10811.08,09:30:00,2019/4/12
144060,2019/4/12 10:00,10815.21,10819.15,10815.21,10818.99,10:00:00,2019/4/12
144090,2019/4/12 10:30,10814.56,10814.81,10812.69,10812.69,10:30:00,2019/4/12
144120,2019/4/12 11:00,10797.37,10802.29,10796.22,10802.29,11:00:00,2019/4/12
144150,2019/4/12 11:30,10792.73,10797.75,10792.73,10794.02,11:30:00,2019/4/12
144180,2019/4/12 12:00,10787.57,10792.38,10786.87,10792.38,12:00:00,2019/4/12
144210,2019/4/12 12:30,10792.14,10795.94,10792.14,10793.31,12:30:00,2019/4/12
144240,2019/4/12 13:00,10788.02,10792.35,10785.4,10790.69,13:00:00,2019/4/12
144270,2019/4/12 13:30,10805.3,10805.3,10805.3,10805.3,13:30:00,2019/4/12
148320,2019/4/15 09:00,10849.84,10882.71,10849.84,10882.71,09:00:00,2019/4/15
148350,2019/4/15 09:30,10851.29,10859.36,10851.29,10851.97,09:30:00,2019/4/15
148380,2019/4/15 10:00,10874.87,10879.62,10874.87,10878.12,10:00:00,2019/4/15
148410,2019/4/15 10:30,10880.34,10885.28,10878.83,10878.92,10:30:00,2019/4/15
148440,2019/4/15 11:00,10885.96,10886.27,10880.78,10880.78,11:00:00,2019/4/15
148470,2019/4/15 11:30,10874.07,10879.83,10874.07,10876.53,11:30:00,2019/4/15
148500,2019/4/15 12:00,10880.33,10882.84,10875.62,10881.12,12:00:00,2019/4/15
