,datetime,o,h,l,c,time,date
27450,2020/2/18 10:30,11705.79,11707.97,11702.04,11706.3,10:30:00,2020/2/18
27480,2020/2/18 11:00,11680.2,11684.4,11679.11,11680.52,11:00:00,2020/2/18
27510,2020/2/18 11:30,11678.98,11679.19,11672.93,11672.93,11:30:00,2020/2/18
27540,2020/2/18 12:00,11671.28,11672.74,11665.76,11671.82,12:00:00,2020/2/18
27570,2020/2/18 12:30,11655.54,11658.06,11651.84,11653.86,12:30:00,2020/2/18
27600,2020/2/18 13:00,11649.91,11654.86,11649.66,11654.74,13:00:00,2020/2/18
27630,2020/2/18 13:30,11648.98,11648.98,11648.98,11648.98,13:30:00,2020/2/18
28800,2020/2/19 09:00,11655.37,11676.42,11655.37,11676.42,09:00:00,2020/2/19
28830,2020/2/19 09:30,11670.06,11670.06,11661.75,11661.92,09:30:00,2020/2/19
28860,2020/2/19 10:00,11695.54,11700.52,11694.52,11700.39,10:00:00,2020/2/19
28890,2020/2/19 10:30,11763.59,11769.57,11762.54,11762.54,10:30:00,2020/2/19
28920,2020/2/19 11:00,11742.63,11746.74,11740.99,11742.62,11:00:00,2020/2/19
28950,2020/2/19 11:30,11762.39,11762.98,11757.01,11762.8,11:30:00,2020/2/19
28980,2020/2/19 12:00,11753.42,11755.57,11753.15,11753.15,12:00:00,2020/2/19
29010,2020/2/19 12:30,11779.15,11779.15,11776.08,11777.27,12:30:00,2020/2/19
29040,2020/2/19 13:00,11761.8,11762.4,11756.28,11756.28,13:00:00,2020/2/19
29070,2020/2/19 13:30,11758.84,11758.84,11758.84,11758.84,13:30:00,2020/2/19
30240,2020/2/20 09:00,11785.78,11817.62,11785.78,11817.62,09:00:00,2020/2/20
30270,2020/2/20 09:30,11797.9,11803.47,11797.18,11797.18,09:30:00,2020/2/20
30300,2020/2/20 10:00,11763.56,11763.56,11755.54,11755.54,10:00:00,2020/2/20
30330,2020/2/20 10:30,11739.57,11741.46,11736.71,11737.02,10:30:00,2020/2/20
30360,2020/2/20 11:00,11731.51,11733.98,11728.2,11728.62,11:00:00,2020/2/20
30390,2020/2/20 11:30,11729.74,11729.74,11722.46,11723.59,11:30:00,2020/2/20
30420,2020/2/20 12:00,11722.99,11722.99,11718.05,11722.09,12:00:00,2020/2/20
30450,2020/2/20 12:30,11731.06,11731.97,11726.46,11730.55,12:30:00,2020/2/20
30480,2020/2/20 13:00,11737.23,11742.02,11735.97,11741.23,13:00:00,2020/2/20
30510,2020/2/20 13:30,11725.09,11725.09,11725.09,11725.09,13:30:00,2020/2/20
31680,2020/2/21 09:00,11721.16,11723.48,11718.44,11721.73,09:00:00,2020/2/21
31710,2020/2/21 09:30,11744.03,11745.53,11739.88,11744.33,09:30:00,2020/2/21
31740,2020/2/21 10:00,11710.53,11715.18,11709.78,11710.49,10:00:00,2020/2/21
31770,2020/2/21 10:30,11677.32,11677.32,11669.6,11669.63,10:30:00,2020/2/21
31800,2020/2/21 11:00,11667.09,11668.57,11662.23,11664.5,11:00:00,2020/2/21
31830,2020/2/21 11:30,11703.47,11705.07,11698.73,11698.73,11:30:00,2020/2/21
31860,2020/2/21 12:00,11702.96,11707.34,11701.27,11702.74,12:00:00,2020/2/21
31890,2020/2/21 12:30,11702.23,11702.23,11694.72,11696.62,12:30:00,2020/2/21
31920,2020/2/21 13:00,11688.4,11688.41,11681,11681.77,13:00:00,2020/2/21
31950,2020/2/21 13:30,11686.35,11686.35,11686.35,11686.35,13:30:00,2020/2/21
36000,2020/2/24 09:00,11615.28,11615.28,11553.66,11553.66,09:00:00,2020/2/24
36030,2020/2/24 09:30,11568.58,11574.54,11567.87,11574.23,09:30:00,2020/2/24
36060,2020/2/24 10:00,11563.48,11565.9,11561.09,11564.97,10:00:00,2020/2/24
36090,2020/2/24 10:30,11544.26,11544.93,11540.65,11542.13,10:30:00,2020/2/24
36120,2020/2/24 11:00,11531.77,11531.77,11522.24,11522.24,11:00:00,2020/2/24
36150,2020/2/24 11:30,11546.51,11549.39,11546.51,11548.92,11:30:00,2020/2/24
36180,2020/2/24 12:00,11535.42,11538.89,11534.23,11537.89,12:00:00,2020/2/24
36210,2020/2/24 12:30,11532.9,11538.96,11532.9,11536.18,12:30:00,2020/2/24
36240,2020/2/24 13:00,11552.01,11555.31,11549.46,11555.19,13:00:00,2020/2/24
36270,2020/2/24 13:30,11534.87,11534.87,11534.87,11534.87,13:30:00,2020/2/24
37440,2020/2/25 09:00,11506.74,11506.74,11442.36,11446.24,09:00:00,2020/2/25
37470,2020/2/25 09:30,11502.13,11502.13,11497.43,11499.39,09:30:00,2020/2/25
37500,2020/2/25 10:00,11502.85,11508.5,11502.05,11502.74,10:00:00,2020/2/25
37530,2020/2/25 10:30,11551.2,11552.22,11546.51,11551.63,10:30:00,2020/2/25
37560,2020/2/25 11:00,11526.1,11530.7,11524.28,11529.35,11:00:00,2020/2/25
37590,2020/2/25 11:30,11535.44,11541.07,11535.44,11540.53,11:30:00,2020/2/25
37620,2020/2/25 12:00,11539.08,11543.23,11538.17,11542.22,12:00:00,2020/2/25
37650,2020/2/25 12:30,11549.11,11552.36,11545.11,11550.18,12:30:00,2020/2/25
37680,2020/2/25 13:00,11565.59,11567.09,11561.55,11564.6,13:00:00,2020/2/25
37710,2020/2/25 13:30,11540.23,11540.23,11540.23,11540.23,13:30:00,2020/2/25
38880,2020/2/26 09:00,11468.6,11468.6,11422.83,11422.83,09:00:00,2020/2/26
38910,2020/2/26 09:30,11435.87,11441.99,11435.83,11441.99,09:30:00,2020/2/26
38940,2020/2/26 10:00,11448.6,11450.16,11442.82,11448.39,10:00:00,2020/2/26
38970,2020/2/26 10:30,11477.07,11483.67,11476.83,11483.67,10:30:00,2020/2/26
39000,2020/2/26 11:00,11480.18,11480.26,11477.43,11480.26,11:00:00,2020/2/26
39030,2020/2/26 11:30,11473.38,11479.17,11473.38,11474.15,11:30:00,2020/2/26
39060,2020/2/26 12:00,11477.3,11482.66,11476.96,11478.38,12:00:00,2020/2/26
39090,2020/2/26 12:30,11456.53,11461.39,11455.64,11460.53,12:30:00,2020/2/26
39120,2020/2/26 13:00,11442.89,11446.84,11439.54,11440.88,13:00:00,2020/2/26
39150,2020/2/26 13:30,11433.62,11433.62,11433.62,11433.62,13:30:00,2020/2/26
40320,2020/2/27 09:00,11436.96,11458.26,11436.52,11458.26,09:00:00,2020/2/27
40350,2020/2/27 09:30,11400.98,11400.98,11394.76,11395.78,09:30:00,2020/2/27
40380,2020/2/27 10:00,11384.21,11384.63,11378.4,11378.4,10:00:00,2020/2/27
40410,2020/2/27 10:30,11371.64,11377.04,11368.74,11369.04,10:30:00,2020/2/27
40440,2020/2/27 11:00,11351.07,11356.35,11344.99,11346.07,11:00:00,2020/2/27
40470,2020/2/27 11:30,11354.65,11355.71,11353.3,11353.31,11:30:00,2020/2/27
40500,2020/2/27 12:00,11344.94,11346.07,11343.41,11344.27,12:00:00,2020/2/27
40530,2020/2/27 12:30,11305.23,11305.32,11300.73,11300.73,12:30:00,2020/2/27
40560,2020/2/27 13:00,11283.87,11287.68,11281.98,11287.49,13:00:00,2020/2/27
40590,2020/2/27 13:30,11292.17,11292.17,11292.17,11292.17,13:30:00,2020/2/27
46080,2020/3/2 09:00,11184.66,11184.66,11067.01,11067.83,09:00:00,2020/3/2
46110,2020/3/2 09:30,11149.16,11149.16,11142.26,11146.64,09:30:00,2020/3/2
46140,2020/3/2 10:00,11146.88,11147.81,11143.42,11146.26,10:00:00,2020/3/2
46170,2020/3/2 10:30,11206.58,11211.02,11205.74,11211.02,10:30:00,2020/3/2
46200,2020/3/2 11:00,11264.54,11275.65,11264.54,11274.79,11:00:00,2020/3/2
46230,2020/3/2 11:30,11266.3,11266.3,11261.38,11265.48,11:30:00,2020/3/2
46260,2020/3/2 12:00,11228.16,11232.14,11225.13,11230.8,12:00:00,2020/3/2
46290,2020/3/2 12:30,11219.39,11219.39,11216.98,11218.26,12:30:00,2020/3/2
46320,2020/3/2 13:00,11183.36,11188.63,11183.36,11186.64,13:00:00,2020/3/2
46350,2020/3/2 13:30,11170.46,11170.46,11170.46,11170.46,13:30:00,2020/3/2
47520,2020/3/3 09:00,11279.86,11352.2,11279.86,11352.1,09:00:00,2020/3/3
47550,2020/3/3 09:30,11358.12,11362.69,11358.12,11361.28,09:30:00,2020/3/3
47580,2020/3/3 10:00,11320.63,11328.87,11320.63,11328.82,10:00:00,2020/3/3
47610,2020/3/3 10:30,11333.88,11334.04,11331.72,11332.99,10:30:00,2020/3/3
47640,2020/3/3 11:00,11354.7,11358.49,11352.22,11355.08,11:00:00,2020/3/3
47670,2020/3/3 11:30,11368.5,11373.31,11366.85,11366.85,11:30:00,2020/3/3
47700,2020/3/3 12:00,11380.59,11383.18,11378.79,11382.5,12:00:00,2020/3/3
47730,2020/3/3 12:30,11360.99,11361.06,11355.08,11355.08,12:30:00,2020/3/3
47760,2020/3/3 13:00,11365.58,11370.74,11363.59,11368.62,13:00:00,2020/3/3
47790,2020/3/3 13:30,11327.72,11327.72,11327.72,11327.72,13:30:00,2020/3/3
48960,2020/3/4 09:00,11368.25,11368.25,11344.38,11346.45,09:00:00,2020/3/4
48990,2020/3/4 09:30,11340.35,11351.54,11335.3,11349.5,09:30:00,2020/3/4
49020,2020/3/4 10:00,11326.25,11327.7,11320.59,11321.26,10:00:00,2020/3/4
49050,2020/3/4 10:30,11332.26,11334.02,11327.87,11333.7,10:30:00,2020/3/4
49080,2020/3/4 11:00,11348.41,11353.57,11348.17,11352.98,11:00:00,2020/3/4
49110,2020/3/4 11:30,11372.82,11378.76,11372.32,11373.5,11:30:00,2020/3/4
49140,2020/3/4 12:00,11369.32,11373.31,11368.98,11371.08,12:00:00,2020/3/4
49170,2020/3/4 12:30,11371.26,11373.29,11366.59,11368.64,12:30:00,2020/3/4
49200,2020/3/4 13:00,11388.36,11389.86,11382.51,11382.51,13:00:00,2020/3/4
49230,2020/3/4 13:30,11392.35,11392.35,11392.35,11392.35,13:30:00,2020/3/4
50400,2020/3/5 09:00,11454.65,11505.27,11454.65,11505.27,09:00:00,2020/3/5
50430,2020/3/5 09:30,11491.61,11494.4,11488.25,11494.4,09:30:00,2020/3/5
50460,2020/3/5 10:00,11516.91,11517.11,11510.6,11516.66,10:00:00,2020/3/5
50490,2020/3/5 10:30,11504.54,11506,11504.06,11504.06,10:30:00,2020/3/5
50520,2020/3/5 11:00,11512.15,11513.09,11507.97,11511.74,11:00:00,2020/3/5
50550,2020/3/5 11:30,11513.76,11518.17,11511.38,11512.55,11:30:00,2020/3/5
50580,2020/3/5 12:00,11511.6,11515.44,11510.34,11515.44,12:00:00,2020/3/5
50610,2020/3/5 12:30,11514.36,11516.06,11508.46,11516.06,12:30:00,2020/3/5
50640,2020/3/5 13:00,11505.96,11507.75,11501.87,11505.98,13:00:00,2020/3/5
50670,2020/3/5 13:30,11514.82,11514.82,11514.82,11514.82,13:30:00,2020/3/5
79200,2020/3/25 09:00,9426.43,9621.4,9426.43,9621.4,09:00:00,2020/3/25
79230,2020/3/25 09:30,9669.68,9674.16,9667.76,9669.85,09:30:00,2020/3/25
79260,2020/3/25 10:00,9712.26,9713.71,9705.45,9708.55,10:00:00,2020/3/25
79290,2020/3/25 10:30,9688.64,9688.64,9675.79,9676.38,10:30:00,2020/3/25
79320,2020/3/25 11:00,9678.93,9679.12,9674.09,9678.07,11:00:00,2020/3/25
79350,2020/3/25 11:30,9677.81,9682.7,9677.5,9681.47,11:30:00,2020/3/25
79380,2020/3/25 12:00,9694.32,9695.29,9689.07,9692.72,12:00:00,2020/3/25
79410,2020/3/25 12:30,9672.51,9673.25,9661.85,9666.85,12:30:00,2020/3/25
79440,2020/3/25 13:00,9634.5,9638.82,9630.23,9638.82,13:00:00,2020/3/25
79470,2020/3/25 13:30,9644.75,9644.75,9644.75,9644.75,13:30:00,2020/3/25
80640,2020/3/26 09:00,9667.14,9734.37,9667.14,9734.37,09:00:00,2020/3/26
80670,2020/3/26 09:30,9571.25,9580.44,9571.25,9580.44,09:30:00,2020/3/26
80700,2020/3/26 10:00,9666.12,9670.77,9663.51,9663.51,10:00:00,2020/3/26
80730,2020/3/26 10:30,9659.2,9665.68,9659.2,9662.65,10:30:00,2020/3/26
80760,2020/3/26 11:00,9702.33,9711.04,9702.33,9711.04,11:00:00,2020/3/26
80790,2020/3/26 11:30,9712.8,9713.34,9708.03,9710.53,11:30:00,2020/3/26
80820,2020/3/26 12:00,9725.11,9725.98,9718.74,9723.22,12:00:00,2020/3/26
80850,2020/3/26 12:30,9727.14,9732.92,9726.46,9728.09,12:30:00,2020/3/26
80880,2020/3/26 13:00,9729.96,9736.03,9729.09,9733.33,13:00:00,2020/3/26
80910,2020/3/26 13:30,9736.36,9736.36,9736.36,9736.36,13:30:00,2020/3/26
82080,2020/3/27 09:00,9807.9,9931.86,9807.9,9931.86,09:00:00,2020/3/27
82110,2020/3/27 09:30,9925.53,9925.53,9917.53,9922.69,09:30:00,2020/3/27
82140,2020/3/27 10:00,9852.3,9855.23,9849.1,9850.18,10:00:00,2020/3/27
82170,2020/3/27 10:30,9786.93,9787.69,9780.32,9781.44,10:30:00,2020/3/27
82200,2020/3/27 11:00,9788.11,9788.11,9783.04,9784.57,11:00:00,2020/3/27
82230,2020/3/27 11:30,9833.57,9833.57,9825.76,9825.98,11:30:00,2020/3/27
82260,2020/3/27 12:00,9820.44,9823.19,9817.05,9821.89,12:00:00,2020/3/27
82290,2020/3/27 12:30,9770.17,9770.17,9763.43,9763.96,12:30:00,2020/3/27
82320,2020/3/27 13:00,9734.47,9741.36,9730.29,9741.36,13:00:00,2020/3/27
82350,2020/3/27 13:30,9698.92,9698.92,9698.92,9698.92,13:30:00,2020/3/27
86400,2020/3/30 09:00,9571.22,9571.22,9461.48,9461.48,09:00:00,2020/3/30
86430,2020/3/30 09:30,9513.37,9513.69,9508.2,9512.84,09:30:00,2020/3/30
86460,2020/3/30 10:00,9539.51,9543.4,9538.46,9541.62,10:00:00,2020/3/30
86490,2020/3/30 10:30,9569.23,9570.33,9568.78,9568.78,10:30:00,2020/3/30
86520,2020/3/30 11:00,9573.84,9574.82,9569.8,9573.03,11:00:00,2020/3/30
86550,2020/3/30 11:30,9602.52,9602.52,9594.67,9595.72,11:30:00,2020/3/30
86580,2020/3/30 12:00,9591.87,9597.64,9591.87,9596.89,12:00:00,2020/3/30
86610,2020/3/30 12:30,9646.13,9652.08,9646.13,9650.69,12:30:00,2020/3/30
86640,2020/3/30 13:00,9603.02,9608.62,9602.01,9602.01,13:00:00,2020/3/30
86670,2020/3/30 13:30,9629.43,9629.43,9629.43,9629.43,13:30:00,2020/3/30
87840,2020/3/31 09:00,9689.62,9776.25,9689.62,9776.25,09:00:00,2020/3/31
87870,2020/3/31 09:30,9724.15,9729.11,9721.17,9721.79,09:30:00,2020/3/31
87900,2020/3/31 10:00,9722.91,9723.96,9717.54,9717.76,10:00:00,2020/3/31
87930,2020/3/31 10:30,9746.36,9751.36,9746.36,9748.77,10:30:00,2020/3/31
87960,2020/3/31 11:00,9745.26,9745.26,9739.57,9741.57,11:00:00,2020/3/31
87990,2020/3/31 11:30,9725.94,9731.93,9725.85,9730.19,11:30:00,2020/3/31
88020,2020/3/31 12:00,9734.63,9736.42,9726.35,9730.35,12:00:00,2020/3/31
